0,7630ee924e6c-Hudep2_ATAC,35787a79304d-Hudep2_D3_merged_CTCF.all,44c76ccadce7-Hudep2_BCL11A,b0983cdb936b-Hudep2_D0_GATA1.all,38099f37f895-HUDEP2_LRF_CHIP,f953767675a6-Hudep2_D3_merged_GATA1.all,3e5c21726168-Hudep2_D3_merged_KLF1.all,b775685959b2-Hudep2_D3_merged_LDB1.all,eeb28b893ba0-Hudep2_D3_merged_TAL1.all
chr11:5309051-5309052,61.9699,8.45745,3.20922,14.0355,22.0142,14.0053,23.1064,12.3138,14.8741
chr11:5309426-5309427,968.312,22.6684,65.4344,110.587,33.8564,261.697,122.291,106.03200000000001,159.296
chr11:5309515-5309516,1566.0,26.3777,105.441,133.812,39.0638,310.211,138.86700000000002,119.18299999999999,189.248
chr11:5312637-5312638,292.745,121.41799999999999,7.94681,10.265999999999998,22.4592,5.63298,16.0567,13.3227,8.31206
chr11:5312647-5312648,302.106,125.709,8.053189999999999,9.91135,22.8848,5.95213,16.1986,13.3936,8.25887
chr11:5319062-5319063,129.995,6.19149,11.6578,16.2145,13.515999999999998,13.7677,10.9982,14.0213,6.5461
chr11:5319067-5319068,133.44299999999998,6.21809,11.8262,16.3475,13.4805,13.9539,10.9894,14.0124,6.50177
chr11:5319069-5319070,134.82299999999998,6.22872,11.8936,16.4007,13.4663,14.0284,10.9858,14.0089,6.48404
chr11:5319105-5319106,142.332,6.42021,11.3138,15.905999999999999,13.5638,15.1489,11.1082,13.2642,6.040780000000001
chr11:5319291-5319292,87.2287,6.3971599999999995,3.3156,6.4432599999999995,15.5674,14.1667,11.1312,8.2234,7.218089999999999
chr11:5319302-5319303,87.6188,6.43617,3.2570900000000003,6.13121,15.5479,13.6011,11.1702,7.81383,7.1595699999999995
chr11:5319303-5319304,87.6543,6.4397199999999994,3.25177,6.1028400000000005,15.5461,13.5496,11.1738,7.7766,7.154260000000001
chr11:5319417-5319418,93.117,6.07979,3.48936,5.01064,16.0496,7.849289999999999,10.5816,4.28723,5.31915
chr11:5325062-5325063,790.52,9.26773,18.0035,94.867,22.2961,85.945,42.4965,40.1915,26.3599
chr11:5325063-5325064,789.5139999999999,9.2766,17.9858,94.9255,22.3085,85.8706,42.5089,40.234,26.3936
chr11:5325065-5325066,787.5039999999999,9.29433,17.9504,95.0426,22.3333,85.7216,42.5337,40.3191,26.461
chr11:5325094-5325095,721.195,9.25887,17.133,92.3032,22.3901,81.4557,41.8191,39.9096,26.7465
chr11:5325104-5325105,690.255,9.20567,16.7429,90.5479,22.3546,79.4876,41.3759,39.484,26.7287
chr11:5325129-5325130,615.97,9.05674,15.7199,85.9521,22.234,74.9025,40.2039,38.2926,26.5089
chr11:5325130-5325131,611.793,9.04787,15.6507,85.5993,22.2252,74.6082,40.1028,38.1791,26.445
chr11:5330269-5330270,26.8298,6.893619999999999,1.35461,6.39184,8.09574,9.71631,5.6383,9.3617,4.17553
chr11:5369965-5369966,388.222,4.5656,5.8227,12.023,29.0993,11.5691,15.9504,10.2181,5.37766
chr11:5369977-5369978,396.851,4.58156,5.92376,11.9947,28.7855,11.5922,16.0106,10.3564,5.43262
chr11:5369979-5369980,397.457,4.58865,5.9273,11.984000000000002,28.711,11.5887,16.0,10.3706,5.4432599999999995
chr11:5374672-5374673,25.6791,2.41489,1.64716,4.9734,11.8245,1.83865,3.4361699999999997,4.5266,0.8351059999999999
chr11:5374683-5374684,25.7039,2.45567,1.7659599999999998,5.0904300000000005,11.9007,1.8315599999999999,3.37589,4.41667,0.836879
chr11:5391290-5391291,237.418,116.57600000000001,2.74468,13.3989,24.3688,11.515999999999998,19.7181,9.81206,5.87234
chr11:5391293-5391294,237.317,117.294,2.7234,13.2766,24.4965,11.5426,19.7447,9.7695,5.8617
chr11:5391300-5391301,237.082,118.97,2.6737599999999997,12.9911,24.7943,11.6046,19.8067,9.67021,5.836880000000001
chr11:5402129-5402130,200.888,77.0691,6.5,9.15248,18.0798,6.718089999999999,11.6365,7.70213,4.0567400000000005
chr11:5402137-5402138,205.98,78.4876,6.42908,9.237589999999999,18.1791,6.576239999999999,11.6365,7.60284,3.9290800000000004
chr11:5402196-5402197,222.232,83.1365,5.57447,9.4539,18.1667,5.51596,11.1809,7.06915,2.94326
chr11:5402198-5402199,221.463,82.9557,5.51773,9.436169999999999,18.117,5.47695,11.1348,7.062060000000001,2.90426
chr11:5402207-5402208,218.0,82.1418,5.26241,9.35638,17.8936,5.301419999999999,10.9273,7.030139999999999,2.72872
chr11:5497629-5497630,90.4025,64.6596,0.42730500000000005,7.8315600000000005,17.4096,3.5478699999999996,6.845739999999999,11.8528,6.1773
chr11:5497655-5497656,94.82799999999999,63.6454,0.703901,7.18617,18.0089,3.77837,7.53723,12.8209,6.4539
chr11:5497670-5497671,97.3812,63.0603,0.863475,6.81383,18.3546,3.91135,7.93617,13.3794,6.61348
chr11:5497673-5497674,97.1631,62.8369,0.8953899999999999,6.7606399999999995,18.3599,3.91135,7.97872,13.4167,6.645389999999999
chr11:5497690-5497691,93.3723,60.8688,1.1737600000000001,6.4397199999999994,18.273,3.85284,8.21986,13.4911,6.845739999999999
chr11:5497691-5497692,93.0674,60.7305,1.19326,6.42021,18.2642,3.84752,8.23404,13.4911,6.858160000000001
chr11:5552459-5552460,10.7021,3.21277,1.24468,0.87766,1.56028,7.150710000000001,1.07092,2.69326,2.76418
chr11:5552460-5552461,10.7961,3.2198599999999997,1.25177,0.8741129999999999,1.54965,7.18617,1.0762399999999999,2.70213,2.7695
chr11:5602227-5602228,18.078,4.33333,1.4237600000000001,2.19326,6.26773,1.47872,6.0904300000000005,3.67021,2.9237599999999997
chr11:5602230-5602231,18.5408,4.30851,1.4273,2.25532,6.28901,1.46631,6.11702,3.68085,2.92908
chr11:5602231-5602232,18.7482,4.29433,1.4273,2.28546,6.2961,1.46454,6.12943,3.6844,2.93085
chr11:5602262-5602263,25.1791,3.8546099999999996,1.4273,3.2198599999999997,6.51596,1.40957,6.5141800000000005,3.7943300000000004,2.98582
chr11:5602308-5602309,34.2163,2.9805,1.41135,4.72872,6.8102800000000006,1.6844,7.08511,3.8031900000000003,2.9485799999999998
chr11:5602341-5602342,38.7057,2.49113,1.4539,5.6595699999999995,6.948580000000001,2.0195,7.2606399999999995,3.64894,2.86879
chr11:5602344-5602345,38.9663,2.46454,1.46454,5.73404,6.9539,2.05674,7.255319999999999,3.6276599999999997,2.85816
chr11:5602346-5602347,39.1401,2.4468099999999997,1.47163,5.78369,6.95745,2.0815599999999996,7.25177,3.6134800000000005,2.85106
chr11:5602348-5602349,39.3138,2.42908,1.47872,5.83333,6.96099,2.10638,7.24823,3.5992900000000003,2.84397
chr11:5602354-5602355,39.8351,2.37589,1.5,5.98227,6.97163,2.18085,7.237589999999999,3.55674,2.8227
chr11:5602375-5602376,41.2606,2.2340400000000002,1.58333,6.43262,7.00887,2.4237599999999997,7.173760000000001,3.4078,2.74823
chr11:5602377-5602378,41.2748,2.2340400000000002,1.59397,6.4539,7.012410000000001,2.44149,7.1595699999999995,3.39362,2.74113
chr11:5602379-5602380,41.288999999999994,2.2340400000000002,1.60461,6.47518,7.015960000000001,2.45922,7.145389999999999,3.37943,2.7340400000000002
chr11:5602387-5602388,40.6082,2.3475200000000003,1.67553,6.47518,6.9734,2.50177,6.97518,3.2943300000000004,2.69149
chr11:5602394-5602395,40.0124,2.4468099999999997,1.7375900000000002,6.47518,6.93617,2.5390099999999998,6.826239999999999,3.2198599999999997,2.65426
chr11:5612971-5612972,38.0408,3.4131199999999997,1.31206,3.5266,8.760639999999999,4.152480000000001,3.7748199999999996,4.051419999999999,2.3244700000000003
chr11:5613011-5613012,41.5869,4.85993,1.52482,3.08688,8.20745,4.209219999999999,3.4911300000000005,4.47695,2.45213
chr11:5613018-5613019,42.1454,5.13298,1.56206,3.0,8.09574,4.209219999999999,3.44149,4.551419999999999,2.47695
chr11:5613019-5613020,42.2252,5.17199,1.56738,2.98759,8.07979,4.209219999999999,3.4344,4.56206,2.4805
chr11:5613021-5613022,42.3032,5.23759,1.5762399999999999,2.96277,8.053189999999999,4.20213,3.4237599999999997,4.57624,2.48759
chr11:5613022-5613023,42.3014,5.2641800000000005,1.57979,2.95035,8.04255,4.1950400000000005,3.42021,4.57979,2.49113
chr11:5613023-5613024,42.2996,5.290780000000001,1.58333,2.93794,8.03191,4.18794,3.41667,4.58333,2.49468
chr11:5613025-5613026,42.2961,5.34397,1.59043,2.91312,8.010639999999999,4.17376,3.4095699999999995,4.5904300000000005,2.50177
chr11:5613026-5613027,42.2943,5.37057,1.59397,2.9007099999999997,8.0,4.16667,3.4060300000000003,4.59397,2.50532
chr11:5613029-5613030,42.288999999999994,5.45035,1.60461,2.86348,7.968089999999999,4.14539,3.3953900000000004,4.60461,2.5159599999999998
chr11:5613030-5613031,42.1933,5.48227,1.60816,2.85106,7.948580000000001,4.13121,3.39716,4.60816,2.51773
chr11:5617936-5617937,661.711,7.44681,17.4876,26.5922,21.3936,62.4504,33.727,35.0674,42.1773
chr11:5617945-5617946,682.057,7.670210000000001,19.0355,27.6294,21.8085,65.4504,34.3652,36.344,42.9592
chr11:5617972-5617973,740.0369999999999,8.31206,23.5479,30.6348,23.0142,74.195,36.195,40.0355,45.2305
chr11:5617982-5617983,745.115,8.423760000000001,24.7181,31.2234,23.3227,76.2943,36.4362,40.7092,45.7482
chr11:5618025-5618026,740.8739999999999,8.92199,30.445,33.2128,25.0142,85.1631,36.9486,42.8067,48.0284
chr11:5618033-5618034,730.378,8.95035,30.9486,33.0993,25.234,85.8652,36.8351,42.7074,48.2128
chr11:5618043-5618044,711.4060000000001,8.96809,31.5337,32.7447,25.5,86.5922,36.6046,42.4415,48.4255
chr11:5618044-5618045,709.5089999999999,8.96986,31.5922,32.7092,25.5266,86.6649,36.5816,42.4149,48.4468
chr11:5618045-5618046,707.612,8.971630000000001,31.6507,32.6738,25.5532,86.7376,36.5585,42.3883,48.4681
chr11:5621680-5621681,486.167,129.66299999999998,7.2358199999999995,8.50709,21.4007,19.6223,23.9025,5.15603,8.28546
chr11:5621703-5621704,531.8,137.411,7.6844,8.87411,22.5018,21.0089,24.8812,6.54255,9.304960000000001
chr11:5621704-5621705,533.784,137.748,7.7039,8.89007,22.5496,21.0691,24.9238,6.60284,9.34929
chr11:5621705-5621706,535.768,138.085,7.7234,8.90603,22.5975,21.1294,24.9663,6.663119999999999,9.39362
chr11:5621706-5621707,537.752,138.422,7.74291,8.92199,22.6454,21.1897,25.0089,6.7234,9.43794
chr11:5621715-5621716,555.6080000000001,141.454,7.9184399999999995,9.0656,23.0762,21.7323,25.3918,7.265960000000001,9.83688
chr11:5621719-5621720,563.544,142.80100000000002,7.99645,9.129430000000001,23.2677,21.9734,25.5621,7.50709,10.0142
chr11:5621766-5621767,557.855,138.70600000000002,7.719860000000001,9.20922,24.4238,22.9273,24.7181,11.210999999999999,12.1472
chr11:5621767-5621768,557.505,138.566,7.71099,9.20922,24.4468,22.9433,24.6933,11.2961,12.1933
chr11:5621768-5621769,557.156,138.42600000000002,7.70213,9.20922,24.4699,22.9592,24.6684,11.3812,12.2394
chr11:5621770-5621771,556.457,138.145,7.6844,9.20922,24.516,22.9911,24.6188,11.5514,12.3316
chr11:5621779-5621780,546.229,135.72,7.49291,9.145389999999999,24.516,22.9273,24.2677,12.1259,12.555
chr11:5646401-5646402,57.2057,5.52128,1.35638,3.2570900000000003,9.51596,2.45745,7.5266,4.290780000000001,3.13298
chr11:5646404-5646405,56.2376,5.56383,1.35106,3.1985799999999998,9.48404,2.43617,7.6117,4.22695,3.14894
chr11:5646405-5646406,55.9149,5.57801,1.3492899999999999,3.17908,9.4734,2.42908,7.64007,4.20567,3.15426
chr11:5646406-5646407,55.5922,5.5922,1.34752,3.15957,9.462769999999999,2.42199,7.6684399999999995,4.1844,3.15957
chr11:5672161-5672162,109.309,1.57979,1.44149,9.303189999999999,11.5621,10.25,4.50177,4.38475,5.09929
chr11:5672175-5672176,111.294,1.4911299999999998,1.24291,9.78546,11.3227,10.2553,4.67553,4.1471599999999995,5.3528400000000005
chr11:5672223-5672224,101.711,1.49468,0.505319,10.4433,10.3493,9.60993,5.25,3.58333,5.5266
chr11:5672233-5672234,97.6259,1.55851,0.416667,10.3121,10.2465,9.42553,5.27482,3.5868800000000003,5.42021
chr11:5672253-5672254,86.4557,1.77128,0.239362,9.8156,10.1046,8.92908,5.23936,3.6578,5.1010599999999995
chr11:5672258-5672259,83.6631,1.82447,0.195035,9.69149,10.0691,8.804960000000001,5.2305,3.67553,5.02128
chr11:5686629-5686630,154.332,8.0,2.25,22.0461,17.4113,30.961,12.0638,9.73404,8.145389999999999
chr11:5686631-5686632,153.466,7.99291,2.2429099999999997,22.1525,17.3759,30.8262,12.0532,9.737589999999999,8.113480000000001
chr11:5686632-5686633,153.034,7.9893600000000005,2.23936,22.2057,17.3582,30.7589,12.0479,9.739360000000001,8.09752
chr11:5686633-5686634,152.601,7.9858199999999995,2.23582,22.2589,17.3404,30.6915,12.0426,9.74113,8.081560000000001
chr11:5686860-5686861,55.1702,4.3528400000000005,3.22695,22.7163,12.515999999999998,18.4486,8.186169999999999,10.5727,5.96809
chr11:5686861-5686862,55.2199,4.336880000000001,3.25355,22.6809,12.5071,18.4149,8.195039999999999,10.5727,5.96809
chr11:5686869-5686870,55.617,4.209219999999999,3.46631,22.3972,12.4362,18.1454,8.26596,10.5727,5.96809
chr11:5686888-5686889,58.1082,4.08156,3.9237599999999997,21.8351,12.3316,17.5053,8.57801,10.5887,6.06383
chr11:5705044-5705045,97.2872,5.02305,0.195035,7.99291,9.17021,2.18794,8.1117,5.8617,3.61879
chr11:5705058-5705059,99.1489,5.097519999999999,0.29432600000000003,7.49645,9.51773,2.21277,8.012410000000001,5.93617,3.17199
chr11:5705060-5705061,99.4149,5.10816,0.30851100000000004,7.42553,9.56738,2.21631,7.99823,5.94681,3.10816
chr11:5705062-5705063,99.6809,5.11879,0.32269499999999995,7.354610000000001,9.61702,2.2198599999999997,7.984039999999999,5.95745,3.04433
chr11:5705063-5705064,99.8138,5.12411,0.329787,7.31915,9.64184,2.2216299999999998,7.97695,5.96277,3.01241
chr11:5705065-5705066,100.08,5.13475,0.343972,7.24823,9.69149,2.22518,7.96277,5.9734,2.9485799999999998
chr11:5705067-5705068,100.346,5.14539,0.358156,7.1773,9.74113,2.22872,7.948580000000001,5.98404,2.88475
chr11:5705068-5705069,100.479,5.15071,0.365248,7.141839999999999,9.76596,2.2305,7.941489999999999,5.98936,2.85284
chr11:5705076-5705077,100.436,5.16135,0.42198599999999997,6.87943,9.9539,2.2659599999999998,7.90603,6.01064,2.61879
chr11:5705086-5705087,98.4823,5.16135,0.530142,6.49823,10.234,2.35638,7.845739999999999,5.99113,2.3227
chr11:5705099-5705100,95.1401,5.16135,0.691489,5.96809,10.6259,2.49468,7.75355,5.9450400000000005,1.93085
chr11:5705100-5705101,94.883,5.16135,0.703901,5.9273,10.655999999999999,2.50532,7.74645,5.94149,1.90071
chr11:5705111-5705112,92.055,5.16135,0.840426,5.47872,10.9876,2.6223400000000003,7.6684399999999995,5.902480000000001,1.56915
chr11:5705116-5705117,90.7695,5.16135,0.902482,5.27482,11.1383,2.6755299999999997,7.63298,5.88475,1.41844
chr11:5706017-5706018,301.645,100.90100000000001,3.35284,16.9699,26.1489,34.7837,32.8954,20.7163,9.897160000000001
chr11:5706299-5706300,715.927,30.8635,13.7252,23.8174,25.3546,47.2447,53.5674,20.8706,16.4078
chr11:5706300-5706301,718.4730000000001,30.7358,13.7482,23.8014,25.3457,47.3138,53.5833,20.8298,16.3972
chr11:5706302-5706303,723.566,30.4805,13.7943,23.7695,25.328000000000003,47.4521,53.6152,20.7482,16.3759
chr11:5706303-5706304,726.112,30.3528,13.8174,23.7535,25.3191,47.5213,53.6312,20.7074,16.3652
chr11:5706336-5706337,783.796,26.9574,13.8759,22.866999999999997,24.7855,49.4752,53.5071,19.2482,15.710999999999999
chr11:5706339-5706340,784.6469999999999,26.6649,13.7535,22.7128,24.6897,49.5284,53.3582,19.0567,15.5833
chr11:5706354-5706355,788.9019999999999,25.2021,13.1418,21.9415,24.211,49.7943,52.6135,18.0993,14.945
chr11:5706355-5706356,789.186,25.1046,13.1011,21.8901,24.1791,49.8121,52.5638,18.0355,14.9025
chr11:5706357-5706358,789.7539999999999,24.9096,13.0195,21.7872,24.1152,49.8475,52.4645,17.9078,14.8174
chr11:5706360-5706361,790.605,24.616999999999997,12.8972,21.633000000000003,24.0195,49.9007,52.3156,17.7163,14.6897
chr11:5706370-5706371,793.441,23.6418,12.4894,21.1188,23.7004,50.078,51.8191,17.078,14.2642
chr11:5706373-5706374,790.5369999999999,23.445,12.3564,20.9858,23.6259,49.9982,51.633,16.9184,14.1525
chr11:5706377-5706378,786.665,23.1826,12.1791,20.8085,23.5266,49.8918,51.3848,16.7057,14.0035
chr11:5711590-5711591,25.726999999999997,6.21454,2.10638,7.50355,16.4326,2.3617,12.1968,3.45035,2.4273
chr11:5711611-5711612,26.4716,6.36348,2.03191,8.173760000000001,16.5816,2.6223400000000003,12.0479,3.5248199999999996,2.4273
chr11:5711615-5711616,26.6135,6.39184,2.01773,8.30142,16.6099,2.67199,12.0195,3.5390099999999998,2.4273
chr11:5711621-5711622,26.8085,6.4273,2.0,8.487589999999999,16.6489,2.73936,11.9876,3.56206,2.4255299999999997
chr11:5712174-5712175,45.538999999999994,1.90957,1.00355,11.1773,20.3723,7.6844,10.3582,6.336880000000001,5.413119999999999
chr11:5712175-5712176,45.4273,1.9131200000000002,0.9964540000000001,11.1773,20.3528,7.654260000000001,10.3511,6.3404300000000005,5.42553
chr11:5712590-5712591,24.6667,3.5904300000000005,3.10106,5.2039,20.9557,6.7854600000000005,10.828,5.77128,4.6932599999999995
chr11:5712655-5712656,33.3475,3.6117,5.643619999999999,7.650710000000001,18.3706,10.2092,11.4947,6.06206,5.99823
chr11:5712689-5712690,34.7057,3.3953900000000004,6.50355,8.34752,16.9167,11.6028,11.3262,6.08865,6.42021
chr11:5733815-5733816,17.9663,27.633000000000003,2.13475,3.5390099999999998,8.72872,1.57092,9.44326,3.89894,2.05496
chr11:5733838-5733839,20.0195,31.4113,1.7766,3.6844,8.581560000000001,1.62057,9.34752,3.7588699999999995,2.1524799999999997
chr11:5733885-5733886,23.5762,38.484,1.07092,4.106380000000001,8.10638,1.77128,8.9344,3.6046099999999996,2.5070900000000003
chr11:5735059-5735060,22.4699,1.17908,2.19504,1.9273,7.104610000000001,1.37234,1.75709,5.17553,2.41489
chr11:5735060-5735061,22.6631,1.18262,2.1985799999999998,1.9273,7.07447,1.37589,1.74468,5.18085,2.40426
chr11:5735066-5735067,23.8227,1.2039,2.2198599999999997,1.9273,6.893619999999999,1.39716,1.6702099999999998,5.21277,2.34043
chr11:5735069-5735070,24.4025,1.21454,2.2305,1.9273,6.80319,1.4078,1.6329799999999999,5.22872,2.30851
chr11:5735072-5735073,24.8865,1.22872,2.24468,1.92376,6.7234,1.41489,1.60284,5.24113,2.2766
chr11:5735107-5735108,30.3723,1.6631200000000002,2.38121,1.8120599999999998,5.85461,1.5762399999999999,1.3422,5.5141800000000005,1.75532
chr11:5735108-5735109,30.5319,1.6773,2.38475,1.8085099999999998,5.82979,1.58156,1.33511,5.52305,1.7393599999999998
chr11:5735110-5735111,30.8511,1.70567,2.39184,1.80142,5.78014,1.5922,1.32092,5.540780000000001,1.70745
chr11:5735117-5735118,31.9681,1.80496,2.41667,1.7766,5.606380000000001,1.62943,1.27128,5.6028400000000005,1.59574
chr11:5735127-5735128,33.055,1.94681,2.41489,1.7411299999999998,5.45745,1.6702099999999998,1.23759,5.67908,1.4734
chr11:5735168-5735169,35.234,2.80496,2.2039,1.59574,5.1595699999999995,1.8156,1.37234,6.24645,1.0372299999999999
chr11:5735189-5735190,34.2411,3.18617,2.05674,1.5549600000000001,5.24823,1.8546099999999999,1.58511,6.5815600000000005,0.932624
chr11:5735194-5735195,33.789,3.28369,2.01241,1.5461,5.28369,1.8546099999999999,1.65603,6.67908,0.9148940000000001
chr11:5829874-5829875,234.213,102.365,6.921989999999999,5.58865,34.9645,5.73936,11.1543,7.81915,7.099289999999999
chr11:5829885-5829886,230.27700000000002,102.09,7.02837,5.56738,35.3191,5.80851,11.3528,7.98227,6.94504
chr11:5829887-5829888,229.106,101.931,7.0461,5.5602800000000006,35.3723,5.8227,11.3954,8.02482,6.902480000000001
chr11:5831808-5831809,78.9255,3.87943,3.22518,11.3688,11.672,16.9965,8.74645,15.3723,11.25
chr11:5831815-5831816,81.7677,4.01596,3.32447,11.2943,11.7837,17.4557,8.83333,15.6826,11.3865
chr11:5831826-5831827,85.0745,4.18794,3.43794,11.155999999999999,11.9167,18.0284,8.93794,16.0532,11.515999999999998
chr11:5831827-5831828,85.2872,4.20035,3.44504,11.1418,11.9255,18.0691,8.945039999999999,16.078,11.5213
chr11:5831829-5831830,85.7128,4.22518,3.4592199999999997,11.1135,11.9433,18.1507,8.95922,16.1277,11.5319
chr11:5831864-5831865,90.4911,4.6595699999999995,3.4592199999999997,10.1826,12.3156,19.1436,8.897160000000001,16.8723,11.5319
chr19:12936453-12936454,75.383,47.0993,1.18085,5.77128,63.1862,2.72872,17.0213,10.4787,5.790780000000001
chr19:12936454-12936455,75.9911,47.3387,1.17021,5.755319999999999,63.3989,2.73759,17.0585,10.4681,5.81738
chr19:12936478-12936479,89.055,52.445,0.985816,5.47163,67.7677,2.93617,17.8387,10.2411,6.413119999999999
chr19:12936520-12936521,108.663,59.5106,0.984043,5.68617,71.5957,3.2340400000000002,18.9521,10.016,7.45213
chr19:12943417-12943418,413.658,133.454,19.1897,12.6454,78.7411,27.2252,67.2713,19.1223,16.2801
chr19:12943522-12943523,567.835,203.59400000000002,25.9823,12.1188,76.4681,28.0266,71.6011,15.8972,15.3617
chr19:12943524-12943525,568.4590000000001,204.505,25.9184,12.1011,76.3652,28.0443,71.5585,15.844000000000001,15.3369
chr19:12949227-12949228,509.149,195.922,3.26773,11.6365,110.023,13.9752,56.2695,11.8316,12.9965
chr19:12952075-12952076,213.949,12.1613,4.93262,11.9043,45.0124,10.4415,24.9007,15.2358,9.33333
chr19:12952087-12952088,210.57299999999998,12.4663,4.78369,11.4858,45.4309,10.5337,24.4752,14.8812,9.1773
chr19:12952088-12952089,210.167,12.4965,4.76773,11.4486,45.4628,10.539000000000001,24.4326,14.8511,9.16312
chr19:12952181-12952182,148.559,14.9149,3.0656,8.55142,45.6702,9.70922,20.4681,13.6472,7.93617
chr19:12952182-12952183,147.566,14.9131,3.04965,8.528369999999999,45.6135,9.6844,20.4149,13.6684,7.920210000000001
chr19:12958543-12958544,498.93800000000005,229.745,18.4291,9.686169999999999,77.1879,8.97518,38.5177,17.2447,14.2624
chr19:12958599-12958600,609.312,249.794,17.8085,11.0408,81.1028,8.59574,41.5603,17.023,15.8067
chr19:12967654-12967655,45.2677,8.17199,8.28546,8.6383,13.1011,45.1277,43.3688,23.4947,19.3156
chr19:12967664-12967665,45.7996,8.54433,8.26773,8.42553,13.0479,44.8085,43.617,23.7252,18.8901
chr19:12979772-12979773,125.25200000000001,6.71099,7.27482,11.6383,17.6596,8.44326,5.99291,4.8971599999999995,1.9840400000000002
chr19:12979781-12979782,127.84899999999999,6.8404300000000005,7.540780000000001,11.75,17.3794,8.42908,5.97518,4.9734,2.00532
chr19:12979824-12979825,134.90200000000002,7.74113,8.363480000000001,12.2553,15.6755,8.08865,6.15603,5.25709,2.4840400000000002
chr19:12983903-12983904,201.979,10.1259,59.093999999999994,7.67553,22.5319,8.039010000000001,24.6064,10.1312,5.836880000000001
chr19:12983943-12983944,222.252,9.47518,59.7784,7.650710000000001,23.1241,8.30142,25.0124,11.0248,5.8971599999999995
chr19:12983947-12983948,223.06,9.368789999999999,59.3103,7.6223399999999994,23.1667,8.33688,24.976999999999997,11.1312,5.91844
chr19:12983954-12983955,224.475,9.18262,58.4911,7.5727,23.2411,8.39894,24.9149,11.3174,5.95567
chr19:12994637-12994638,322.135,19.9716,19.1613,18.9894,44.8972,28.8741,78.195,21.734,19.0567
chr19:12994639-12994640,325.78,20.0496,19.3883,19.0355,45.0816,28.9238,78.5603,21.7766,19.1986
chr19:12994641-12994642,329.426,20.1277,19.6152,19.0816,45.266000000000005,28.9734,78.9255,21.8191,19.3404
chr19:12994642-12994643,331.24800000000005,20.1667,19.7287,19.1046,45.3582,28.9982,79.1082,21.8404,19.4113
chr19:12994643-12994644,333.07099999999997,20.2057,19.8422,19.1277,45.4504,29.023000000000003,79.2908,21.8617,19.4823
chr19:12994644-12994645,334.894,20.2447,19.9557,19.1507,45.5426,29.0479,79.4734,21.883000000000003,19.5532
chr19:12994645-12994646,336.716,20.2837,20.0691,19.1738,45.6348,29.0727,79.656,21.9043,19.6241
chr19:12994688-12994689,398.704,21.4982,23.8156,19.6383,49.4238,29.3582,85.6259,22.6277,22.2429
chr19:12994731-12994732,421.37199999999996,21.6082,25.0089,18.8316,52.9876,28.0709,87.5337,22.945,24.0496
chr19:12994737-12994738,416.436,21.4486,24.7961,18.5656,53.3493,27.773000000000003,87.1294,22.9025,24.0816
chr19:12994739-12994740,414.791,21.3954,24.7252,18.477,53.4699,27.6738,86.9947,22.8883,24.0922
chr19:12994745-12994746,409.855,21.2358,24.5124,18.211,53.8316,27.3759,86.5904,22.8457,24.1241
chr19:12994748-12994749,407.38699999999994,21.156,24.406,18.078,54.0124,27.226999999999997,86.3883,22.8245,24.1401
chr19:12994749-12994750,406.564,21.1294,24.3706,18.0337,54.0727,27.1773,86.3209,22.8174,24.1454
chr19:12994750-12994751,405.741,21.1028,24.3351,17.9894,54.133,27.1277,86.2535,22.8103,24.1507
chr19:12995912-12995913,1466.71,32.5851,162.986,13.2766,87.7571,21.9716,80.9504,23.3227,32.9131
chr19:12995916-12995917,1486.9,32.7979,165.27,13.227,87.9202,22.383000000000003,81.4894,23.4645,33.0337
chr19:12995970-12995971,1684.42,37.8599,178.243,13.6702,92.0851,27.4947,88.0284,25.8245,34.7181
chr19:12996079-12996080,1617.4,58.25,133.207,17.2163,106.00399999999999,29.0904,96.539,30.789,34.0089
chr19:12996126-12996127,1394.61,68.1879,100.917,18.7979,109.184,26.7801,95.2234,30.8174,32.5922
chr19:12996172-12996173,1121.65,76.2092,68.8706,19.8209,109.257,25.1135,89.6791,28.9397,31.1791
chr19:12996411-12996412,489.55699999999996,127.70200000000001,13.4592,21.7252,121.42,23.633000000000003,61.2039,19.4681,21.5248
chr19:12996436-12996437,495.98,133.096,13.3936,21.5213,125.012,24.3316,61.733999999999995,19.7589,20.3174
chr19:12996447-12996448,495.668,134.149,13.3156,21.3262,126.14399999999999,24.7021,62.0656,20.0904,19.8493
chr19:12996499-12996500,473.394,132.14,12.4184,20.3688,128.02100000000002,26.3156,62.7411,21.7323,18.4397
chr19:12996692-12996693,208.94099999999997,59.3387,4.37411,22.9113,115.124,36.172,50.4184,19.0213,28.6259
chr19:12996698-12996699,206.271,57.6472,4.27837,23.1986,115.911,37.2358,50.1525,18.9149,29.445
chr19:12996766-12996767,203.202,43.0656,3.5673800000000004,26.866999999999997,127.585,50.7252,49.4096,20.2624,38.3936
chr19:12996768-12996769,203.528,42.6791,3.54965,26.9911,127.98899999999999,51.1684,49.4273,20.3546,38.6667
chr19:12996819-12996820,218.30900000000003,34.2252,3.20035,31.6436,138.851,62.9911,52.4504,24.945,46.0266
chr19:12997144-12997145,735.725,18.8883,33.0053,137.108,251.86,310.927,104.677,89.4096,149.252
chr19:12997258-12997259,681.137,19.5372,32.1011,139.11700000000002,231.09799999999998,310.248,93.8759,91.6702,152.39
