0,c655c3e58ac1-Hudep2_ATAC,820f2a06d086-Hudep2_D3_merged_CTCF.all,52c524063ad4-Hudep2_BCL11A,49dee89111ad-Hudep2_D0_GATA1.all,f53857d6a34e-HUDEP2_LRF_CHIP,3585bd3a8e16-Hudep2_D3_merged_GATA1.all,db7b6ad5ffef-Hudep2_D3_merged_KLF1.all,ac9bf7966583-Hudep2_D3_merged_LDB1.all,eafaa21ce305-Hudep2_D3_merged_TAL1.all
chr11:5309426-5309427,973.803,22.8893,67.9713,113.16,34.1598,265.07,124.148,108.861,162.143
chr11:5309515-5309516,1660.76,27.1926,111.37299999999999,139.643,39.7582,321.619,142.328,124.0,194.357
chr11:5312637-5312638,309.607,127.361,8.57377,10.0574,22.9877,5.84016,15.8689,13.4262,8.5
chr11:5312647-5312648,320.221,131.172,8.61475,9.81148,23.3975,6.16803,16.0738,13.3852,8.5
chr11:5319062-5319063,134.541,6.27869,12.3074,16.8074,13.6475,13.7336,10.9262,14.5738,6.721310000000001
chr11:5319067-5319068,137.30700000000002,6.34016,12.4303,16.9303,13.6066,13.877,10.9467,14.5533,6.659839999999999
chr11:5319069-5319070,138.414,6.36475,12.4795,16.9795,13.5902,13.9344,10.9549,14.5451,6.63525
chr11:5319105-5319106,150.549,6.5,12.1598,16.6598,13.0574,15.1352,11.1475,13.3197,5.90984
chr11:5319291-5319292,82.8443,6.4303300000000005,3.15984,5.979509999999999,15.5205,14.1885,11.0205,8.43852,7.5
chr11:5319302-5319303,84.0164,6.520490000000001,3.11475,5.84426,15.6557,13.7828,11.1557,8.032789999999999,7.5
chr11:5319303-5319304,84.12299999999999,6.52869,3.1106599999999998,5.83197,15.668,13.7459,11.168,7.9959,7.5
chr11:5319417-5319418,97.2828,6.30328,3.64344,5.0,15.6434,7.782789999999999,11.1066,3.7663900000000003,5.01639
chr11:5325062-5325063,833.414,9.42623,18.7787,98.291,22.3525,87.7992,43.4549,41.1598,26.9385
chr11:5325063-5325064,832.627,9.43033,18.791,98.3443,22.3607,87.7131,43.4713,41.1926,26.9836
chr11:5325065-5325066,831.053,9.43852,18.8156,98.4508,22.377,87.541,43.5041,41.2582,27.0738
chr11:5325094-5325095,743.43,9.39754,17.7705,95.3566,22.6025,82.3566,42.623000000000005,41.0328,27.5451
chr11:5325104-5325105,713.102,9.35656,17.2787,93.7992,22.6434,80.7992,42.1721,40.7459,27.4631
chr11:5325129-5325130,603.9630000000001,9.13115,15.5164,86.87299999999999,22.541,74.7746,40.3074,39.0041,26.8484
chr11:5325130-5325131,597.5980000000001,9.11475,15.4139,86.4139,22.5246,74.4057,40.1885,38.873000000000005,26.7992
chr11:5330269-5330270,28.0574,6.75,1.5,6.75,8.04508,10.1844,5.3196699999999995,9.209019999999999,4.40984
chr11:5369965-5369966,411.361,4.31148,5.93852,12.25,30.373,11.877,16.5656,10.3156,5.37705
chr11:5369977-5369978,421.73800000000006,4.36066,5.9877,12.1516,29.6516,11.877,16.5164,10.4959,5.5082
chr11:5369979-5369980,423.139,4.37705,5.9959,12.127,29.4795,11.8689,16.4918,10.5287,5.53279
chr11:5374672-5374673,27.2254,2.4672099999999997,1.6762299999999999,4.93852,12.0861,1.95492,3.68033,4.56148,0.782787
chr11:5374683-5374684,27.5984,2.5,1.86475,5.17213,12.25,1.94262,3.57787,4.32787,0.75
chr11:5391290-5391291,254.623,122.156,2.82787,13.7254,25.1107,11.7664,19.8361,9.827869999999999,5.913930000000001
chr11:5391293-5391294,254.426,122.85700000000001,2.80328,13.6148,25.2336,11.8402,19.8484,9.80328,5.90164
chr11:5391300-5391301,253.967,124.492,2.7459,13.3566,25.5205,12.0123,19.877,9.7459,5.87295
chr11:5402129-5402130,208.775,80.4385,6.5,9.35246,18.5123,6.840160000000001,11.8156,7.63934,4.13115
chr11:5402137-5402138,216.016,82.1721,6.5,9.47131,18.5738,6.7049199999999995,11.8975,7.528689999999999,4.02869
chr11:5402196-5402197,240.86900000000003,87.3156,5.94672,9.77869,18.6393,5.44672,11.5861,6.88934,2.94672
chr11:5402198-5402199,240.23,87.1352,5.90574,9.7623,18.6311,5.40574,11.5369,6.88115,2.90574
chr11:5402207-5402208,237.352,86.3238,5.72131,9.68852,18.5943,5.22131,11.3156,6.84426,2.72131
chr11:5497629-5497630,98.7992,66.5082,0.331967,7.93852,17.9467,3.9385199999999996,7.13525,12.4795,6.08197
chr11:5497655-5497656,101.598,65.5246,0.545082,7.0696699999999995,18.6352,3.8524599999999998,7.590160000000001,13.2828,6.2950800000000005
chr11:5497670-5497671,102.635,64.7787,0.684426,6.5696699999999995,18.9836,3.7950800000000005,7.852460000000001,13.7131,6.43443
chr11:5497673-5497674,102.131,64.2623,0.758197,6.44672,18.9959,3.7950800000000005,7.950819999999999,13.7992,6.5082
chr11:5497690-5497691,98.4139,61.7459,1.09426,6.07787,18.8197,3.83607,8.34426,14.0,6.84426
chr11:5497691-5497692,98.1598,61.6148,1.11066,6.0696699999999995,18.7992,3.84016,8.360660000000001,14.0,6.86066
chr11:5552459-5552460,11.4344,3.07787,1.32787,0.836066,1.5082,7.63934,0.913934,2.57787,2.82787
chr11:5552460-5552461,11.5328,3.08607,1.33607,0.831967,1.4959,7.6803300000000005,0.918033,2.58607,2.83607
chr11:5602227-5602228,16.8689,4.60656,1.4877,1.95492,6.29098,1.2868899999999999,5.88115,3.5655699999999997,2.9877
chr11:5602230-5602231,17.7541,4.5696699999999995,1.5,2.06557,6.34016,1.25,5.9303300000000005,3.59016,3.0
chr11:5602231-5602232,17.959,4.55328,1.5,2.09426,6.34836,1.25,5.94672,3.59836,3.0
chr11:5602262-5602263,24.3115,4.0450800000000005,1.5,2.9836099999999997,6.602460000000001,1.25,6.4549199999999995,3.8524599999999998,3.0
chr11:5602308-5602309,35.1926,2.95082,1.34016,4.77869,6.75,1.5696700000000001,7.22951,4.0,3.0
chr11:5602341-5602342,40.9631,2.22951,1.34016,5.950819999999999,6.9303300000000005,2.02049,7.5,3.72951,2.90984
chr11:5602344-5602345,41.1967,2.1926200000000002,1.35246,6.0123,6.9549199999999995,2.0573799999999998,7.5,3.69262,2.8975400000000002
chr11:5602346-5602347,41.3525,2.16803,1.36066,6.05328,6.971310000000001,2.08197,7.5,3.6680300000000003,2.8893400000000002
chr11:5602348-5602349,41.5082,2.14344,1.36885,6.09426,6.9877,2.10656,7.5,3.64344,2.88115
chr11:5602354-5602355,41.9754,2.06967,1.39344,6.21721,7.03689,2.18033,7.5,3.56967,2.85656
chr11:5602375-5602376,43.2418,1.88525,1.5286899999999999,6.67213,7.18443,2.4877,7.4016399999999996,3.28689,2.7459
chr11:5602377-5602378,43.2746,1.88525,1.55328,6.721310000000001,7.19262,2.52869,7.36885,3.2541,2.72951
chr11:5602379-5602380,43.3074,1.88525,1.57787,6.77049,7.200819999999999,2.56967,7.336069999999999,3.22131,2.71311
chr11:5602387-5602388,42.8934,1.97131,1.6475400000000002,6.82377,7.17623,2.6475400000000002,7.2049199999999995,3.17623,2.67623
chr11:5602394-5602395,42.4631,2.0573799999999998,1.70492,6.852460000000001,7.147539999999999,2.70492,7.090160000000001,3.1475400000000002,2.6475400000000002
chr11:5612971-5612972,38.75,3.2991800000000002,1.22951,3.7254099999999997,8.610660000000001,4.35246,3.80738,4.11885,2.2582
chr11:5613011-5613012,44.3811,4.7049199999999995,1.59426,3.2336099999999997,8.5,4.5,3.40574,4.59426,2.42213
chr11:5613018-5613019,45.0697,4.90574,1.6516400000000002,3.1475400000000002,8.5,4.5,3.34836,4.65164,2.45082
chr11:5613019-5613020,45.168,4.93443,1.6598400000000002,3.13525,8.5,4.5,3.34016,4.65984,2.45492
chr11:5613021-5613022,45.1598,5.05738,1.6762299999999999,3.07787,8.45082,4.46721,3.3237699999999997,4.67623,2.47131
chr11:5613022-5613023,45.1557,5.11885,1.6844299999999999,3.04918,8.42623,4.450819999999999,3.3155699999999997,4.68443,2.47951
chr11:5613023-5613024,45.1516,5.1803300000000005,1.69262,3.02049,8.401639999999999,4.43443,3.30738,4.69262,2.4877
chr11:5613025-5613026,45.1434,5.30328,1.70902,2.96311,8.35246,4.40164,3.2909800000000002,4.70902,2.5041
chr11:5613026-5613027,45.1393,5.36475,1.71721,2.93443,8.327869999999999,4.38525,3.2827900000000003,4.71721,2.5123
chr11:5613029-5613030,45.126999999999995,5.549180000000001,1.7418,2.84836,8.2541,4.336069999999999,3.2582,4.7418,2.53689
chr11:5613030-5613031,45.123000000000005,5.61066,1.75,2.81967,8.229510000000001,4.3196699999999995,3.25,4.75,2.54508
chr11:5617936-5617937,700.939,7.778689999999999,18.1762,27.4918,21.7377,64.0984,34.7664,36.3402,42.7541
chr11:5617945-5617946,715.73,7.92623,19.7254,28.4139,21.9959,66.5328,35.1721,37.4467,43.418
chr11:5617972-5617973,760.25,8.39344,24.5943,31.3033,22.8689,74.4508,36.4508,40.9016,45.5328
chr11:5617982-5617983,773.8889999999999,8.60656,26.709,32.5328,23.4262,78.6639,37.0164,42.3361,46.5328
chr11:5618025-5618026,765.627,8.98361,30.373,34.1475,25.0328,87.6721,37.7008,44.0287,48.3934
chr11:5618033-5618034,752.0369999999999,9.05738,31.3975,34.1557,25.459,88.959,37.541,43.9262,48.7295
chr11:5618043-5618044,734.742,9.098360000000001,32.2172,33.9098,25.7869,89.2869,37.2131,43.5164,48.8934
chr11:5618044-5618045,733.012,9.10246,32.2992,33.8852,25.8197,89.3197,37.1803,43.4754,48.9098
chr11:5618045-5618046,731.283,9.10656,32.3811,33.8607,25.8525,89.3525,37.1475,43.4344,48.9262
chr11:5621680-5621681,522.266,136.541,7.56557,8.68033,21.5861,20.0861,25.1107,4.79098,7.79098
chr11:5621703-5621704,564.119,143.422,8.22541,9.05738,22.8115,21.3115,25.8648,5.92213,8.922130000000001
chr11:5621704-5621705,565.939,143.721,8.2541,9.07377,22.8648,21.3648,25.8975,5.97131,8.97131
chr11:5621705-5621706,567.758,144.02,8.282789999999999,9.090160000000001,22.918000000000003,21.418000000000003,25.9303,6.020490000000001,9.020489999999999
chr11:5621706-5621707,569.578,144.32,8.31148,9.10656,22.9713,21.4713,25.9631,6.0696699999999995,9.06967
chr11:5621715-5621716,585.955,147.012,8.56967,9.2541,23.4508,21.9508,26.2582,6.5123,9.5123
chr11:5621719-5621720,593.234,148.209,8.68443,9.31967,23.6639,22.1639,26.3893,6.70902,9.709019999999999
chr11:5621766-5621767,591.0980000000001,146.49200000000002,8.03689,9.5,24.8279,23.9057,25.5943,10.9098,12.5615
chr11:5621767-5621768,590.627,146.385,8.01639,9.5,24.8402,23.9303,25.5697,10.9877,12.6107
chr11:5621768-5621769,590.156,146.279,7.9959,9.5,24.8525,23.9549,25.5451,11.0656,12.6598
chr11:5621770-5621771,587.057,145.549,7.92623,9.48361,24.8648,23.9631,25.4303,11.290999999999999,12.7664
chr11:5621779-5621780,563.414,139.94299999999998,7.4836100000000005,9.33607,24.8648,23.8156,24.6189,12.6189,13.2828
chr11:5646401-5646402,54.8033,5.52459,1.2377,3.2254099999999997,9.7623,2.2377,7.41803,4.22541,3.11885
chr11:5646404-5646405,54.4098,5.57377,1.2131100000000001,3.17623,9.78689,2.21311,7.5041,4.17623,3.10656
chr11:5646405-5646406,54.2787,5.59016,1.20492,3.15984,9.79508,2.20492,7.532789999999999,4.15984,3.1024599999999998
chr11:5646406-5646407,54.1475,5.60656,1.19672,3.14344,9.80328,2.19672,7.56148,4.14344,3.09836
chr11:5672161-5672162,115.96700000000001,1.40574,1.56148,9.64344,11.6393,10.5,4.43852,4.21721,5.28279
chr11:5672175-5672176,117.74600000000001,1.3155700000000001,1.23361,10.3238,11.2541,10.4262,4.7418,3.84836,5.65164
chr11:5672223-5672224,105.92200000000001,1.4877,0.34836100000000003,10.8607,10.3156,9.7541,5.413930000000001,3.52869,5.88934
chr11:5672233-5672234,99.4795,1.55738,0.192623,10.7131,10.0779,9.46311,5.5,3.5,5.7131099999999995
chr11:5672253-5672254,89.8074,1.6393400000000002,0.11065599999999999,10.3033,9.83197,9.05328,5.5,3.5,5.30328
chr11:5672258-5672259,87.3893,1.6598400000000002,0.09016389999999999,10.2008,9.770489999999999,8.95082,5.5,3.5,5.200819999999999
chr11:5686629-5686630,163.291,8.16393,2.41393,22.5984,17.623,31.4016,12.6393,9.71311,8.5
chr11:5686631-5686632,162.545,8.151639999999999,2.40164,22.7418,17.6025,31.2623,12.6516,9.70082,8.45492
chr11:5686632-5686633,162.07,8.14344,2.39344,22.7828,17.5902,31.2008,12.6434,9.69672,8.43033
chr11:5686633-5686634,161.594,8.13525,2.38525,22.8238,17.5779,31.1393,12.6352,9.69262,8.40574
chr11:5686860-5686861,53.7992,4.2459,3.17623,22.9098,12.4139,18.6598,8.0041,10.5,5.75
chr11:5686861-5686862,53.9467,4.23361,3.20492,22.8893,12.4057,18.6393,8.01639,10.5,5.75
chr11:5686869-5686870,55.126999999999995,4.13525,3.4344300000000003,22.7254,12.3402,18.4754,8.11475,10.5,5.75
chr11:5686888-5686889,59.0082,3.92213,4.13934,21.877,12.25,17.627,8.56148,10.5779,5.98361
chr11:5705044-5705045,103.336,5.14754,0.102459,8.282789999999999,8.967210000000001,2.0573799999999998,8.04508,5.9549199999999995,3.82787
chr11:5705058-5705059,105.344,5.09016,0.15983599999999998,7.88115,9.36885,2.22951,7.9303300000000005,6.0696699999999995,3.3114800000000004
chr11:5705060-5705061,105.631,5.08197,0.168033,7.82377,9.42623,2.2541,7.913930000000001,6.086069999999999,3.2377
chr11:5705062-5705063,105.91799999999999,5.07377,0.17623,7.7663899999999995,9.48361,2.27869,7.897539999999999,6.10246,3.16393
chr11:5705063-5705064,106.061,5.0696699999999995,0.180328,7.7377,9.5123,2.29098,7.88934,6.11066,3.12705
chr11:5705065-5705066,106.348,5.06148,0.188525,7.6803300000000005,9.56967,2.31557,7.87295,6.12705,3.05328
chr11:5705067-5705068,106.635,5.05328,0.196721,7.62295,9.62705,2.34016,7.856560000000001,6.14344,2.97951
chr11:5705068-5705069,106.779,5.049180000000001,0.20082,7.59426,9.65574,2.3524599999999998,7.8483600000000004,6.15164,2.9426200000000002
chr11:5705076-5705077,106.09,5.0450800000000005,0.31967199999999996,7.049180000000001,10.0574,2.45082,7.782789999999999,6.18852,2.44672
chr11:5705086-5705087,104.041,5.0696699999999995,0.459016,6.48361,10.418,2.5,7.75,6.1803300000000005,2.0123
chr11:5705099-5705100,100.631,5.12295,0.6188520000000001,5.89754,10.7377,2.5,7.75,6.12705,1.6393400000000002
chr11:5705100-5705101,100.369,5.12705,0.6311479999999999,5.85246,10.7623,2.5,7.75,6.12295,1.61066
chr11:5705111-5705112,97.4836,5.17213,0.766393,5.35656,11.0328,2.5,7.75,6.07787,1.29508
chr11:5705116-5705117,96.1721,5.19262,0.8278690000000001,5.13115,11.1557,2.5,7.75,6.05738,1.15164
chr11:5706017-5706018,301.32,104.443,3.19672,17.1844,26.3975,34.3361,32.418,20.4139,9.87705
chr11:5706299-5706300,737.053,30.0369,14.4959,24.5082,25.7582,46.5738,54.3607,21.2623,16.8811
chr11:5706300-5706301,739.947,29.9631,14.5041,24.4918,25.7418,46.6762,54.3893,21.2377,16.8689
chr11:5706302-5706303,745.7339999999999,29.8156,14.5205,24.459,25.709,46.8811,54.4467,21.1885,16.8443
chr11:5706303-5706304,748.627,29.7418,14.5287,24.4426,25.6926,46.9836,54.4754,21.1639,16.832
chr11:5706336-5706337,831.7660000000001,26.6352,14.4016,23.1639,24.831999999999997,50.8648,54.5533,19.5246,15.9426
chr11:5706339-5706340,832.6519999999999,26.4385,14.3402,23.0164,24.7582,51.0615,54.4303,19.3525,15.8443
chr11:5706354-5706355,837.078,25.4549,14.0328,22.2787,24.3893,52.0451,53.8156,18.4918,15.3525
chr11:5706355-5706356,837.373,25.3893,14.0123,22.2295,24.3648,52.1107,53.7746,18.4344,15.3197
chr11:5706357-5706358,837.9630000000001,25.2582,13.9713,22.1311,24.3156,52.2418,53.6926,18.3197,15.2541
chr11:5706360-5706361,838.8480000000001,25.0615,13.9098,21.9836,24.2418,52.4385,53.5697,18.1475,15.1557
chr11:5706370-5706371,839.2660000000001,24.3197,13.623,21.4385,23.9631,52.9672,53.0574,17.5082,14.7746
chr11:5706373-5706374,832.553,23.8648,13.3156,21.1311,23.791,52.7828,52.626999999999995,17.1393,14.5164
chr11:5706377-5706378,823.602,23.2582,12.9057,20.7213,23.5615,52.5369,52.0533,16.6475,14.1721
chr11:5711590-5711591,26.0328,6.42213,2.0,7.352460000000001,16.5,2.5082,11.8361,3.33607,2.5
chr11:5711611-5711612,27.0656,6.59426,2.0,7.9549199999999995,16.5,2.7663900000000003,11.9221,3.42213,2.5
chr11:5711615-5711616,27.2623,6.62705,2.0,8.06967,16.5,2.81557,11.9385,3.4385199999999996,2.5
chr11:5711621-5711622,27.541,6.659839999999999,2.0,8.30738,16.5164,2.8893400000000002,11.9713,3.47951,2.4918
chr11:5712174-5712175,47.0656,1.79098,1.0082,11.4098,21.0246,7.7623,10.8279,6.450819999999999,5.4631099999999995
chr11:5712175-5712176,46.8074,1.79918,0.9918030000000001,11.4098,20.9795,7.69262,10.8115,6.45902,5.4918
chr11:5712590-5712591,24.7705,3.75,2.69672,5.19672,20.9057,6.53279,10.8525,5.836069999999999,4.59426
chr11:5712655-5712656,35.1311,3.75,6.12295,8.032789999999999,18.4795,10.418,11.8525,6.14754,6.13525
chr11:5712689-5712690,37.2623,3.5041,7.16803,8.75,16.5943,12.2418,11.4221,6.16803,6.83197
chr11:5733815-5733816,17.3975,27.1066,2.2459,3.4385199999999996,8.93852,1.68852,9.68852,3.87295,2.0
chr11:5733838-5733839,20.541,32.5533,1.68852,3.65574,8.76639,1.67213,9.51639,3.67213,2.07787
chr11:5733885-5733886,24.959,40.126999999999995,0.8688520000000001,4.13115,8.05328,1.63115,8.86885,3.5,2.44672
chr11:5735059-5735060,21.7213,1.0,2.2418,2.0,7.18852,1.41393,1.7582,5.163930000000001,2.5082
chr11:5735060-5735061,21.8893,1.0,2.2541,2.0,7.15574,1.41803,1.7459,5.16803,2.4959
chr11:5735066-5735067,22.8975,1.0,2.32787,2.0,6.95902,1.44262,1.67213,5.19262,2.42213
chr11:5735069-5735070,23.4016,1.0,2.36475,2.0,6.86066,1.45492,1.63525,5.2049199999999995,2.38525
chr11:5735072-5735073,24.4098,1.0368899999999999,2.40164,1.9877,6.68852,1.4672100000000001,1.5737700000000001,5.229509999999999,2.31148
chr11:5735107-5735108,31.6352,1.4672100000000001,2.5,1.8442599999999998,5.56557,1.5,1.18852,5.40574,1.78279
chr11:5735108-5735109,31.8033,1.47951,2.5,1.8401599999999998,5.54098,1.5,1.1803299999999999,5.40984,1.7704900000000001
chr11:5735110-5735111,32.1393,1.5041,2.5,1.83197,5.4918,1.5,1.16393,5.41803,1.7459
chr11:5735117-5735118,33.3156,1.59016,2.5,1.80328,5.3196699999999995,1.5,1.10656,5.44672,1.6598400000000002
chr11:5735127-5735128,35.2582,1.87705,2.4672099999999997,1.7295099999999999,5.07377,1.5655700000000001,1.05738,5.586069999999999,1.43852
chr11:5735168-5735169,37.1066,2.7541,2.29918,1.54918,5.0,1.9016400000000002,1.20082,6.10246,0.897541
chr11:5735189-5735190,35.8607,3.32787,2.08607,1.5,5.163930000000001,2.0,1.4959,6.57787,0.75
chr11:5735194-5735195,35.4508,3.40984,2.04508,1.5,5.2049199999999995,2.0,1.55738,6.659839999999999,0.75
chr11:5829874-5829875,248.918,105.303,7.147539999999999,5.7049199999999995,34.5902,5.56148,11.0287,7.58197,7.393439999999999
chr11:5829885-5829886,244.66400000000002,105.58200000000001,7.31557,5.68443,35.418,5.69672,11.3279,7.7623,7.2377
chr11:5829887-5829888,243.43400000000003,105.46700000000001,7.32377,5.67623,35.5328,5.72131,11.3689,7.7950800000000005,7.2049199999999995
chr11:5831808-5831809,82.7623,3.8893400000000002,3.3893400000000002,11.6803,11.5,17.6066,8.889339999999999,15.5984,11.4795
chr11:5831815-5831816,85.8607,4.0041,3.5041,11.623,11.5,18.209,9.0041,15.8852,11.5656
chr11:5831826-5831827,91.0738,4.270490000000001,3.6844300000000003,11.3607,11.6434,19.2131,9.18443,16.4508,11.7008
chr11:5831827-5831828,91.5656,4.299180000000001,3.7008199999999998,11.3279,11.6639,19.3074,9.20082,16.5082,11.7131
chr11:5831829-5831830,92.5492,4.35656,3.7336099999999997,11.2623,11.7049,19.4959,9.23361,16.623,11.7377
chr11:5831864-5831865,94.7131,4.80328,3.75,10.3934,12.4221,19.8689,9.25,17.2377,11.75
chr19:12936453-12936454,74.7213,47.4139,0.971311,5.44262,64.4959,2.6393400000000002,17.1148,10.6393,5.72541
chr19:12936454-12936455,75.2131,47.6393,0.9631149999999999,5.42623,64.709,2.64344,17.1475,10.6434,5.7541
chr19:12936478-12936479,91.2582,54.3402,0.803279,5.10656,70.4139,2.8524599999999998,18.1189,10.5574,6.62705
chr19:12936520-12936521,112.156,60.8361,0.9631149999999999,5.43852,73.5246,3.37705,19.0533,9.709019999999999,7.55328
chr19:12943417-12943418,414.148,132.24200000000002,18.7049,12.8934,79.6311,27.7705,67.9549,19.5533,16.5902
chr19:12943522-12943523,594.832,203.553,27.5984,12.4385,74.9508,27.2418,72.7172,15.9262,15.3443
chr19:12943524-12943525,596.275,205.66,27.4508,12.3975,74.7131,27.2828,72.6189,15.8033,15.2869
chr19:12949227-12949228,539.18,204.50799999999998,3.2909800000000002,11.9795,113.16799999999999,14.4344,57.6066,11.6107,12.8279
chr19:12952075-12952076,220.43900000000002,11.8811,5.336069999999999,11.9426,44.8648,10.8566,24.7705,15.2172,9.44262
chr19:12952087-12952088,218.205,12.2664,5.13115,11.3361,45.708999999999996,11.0,24.3811,14.6598,9.20492
chr19:12952088-12952089,217.93900000000002,12.2951,5.11066,11.2992,45.7623,11.0,24.3607,14.627,9.18852
chr19:12952181-12952182,143.57399999999998,15.5,2.70082,8.5041,46.0123,9.70492,20.0574,13.2951,7.9016399999999996
chr19:12952182-12952183,142.705,15.5,2.69672,8.48361,45.9508,9.68033,20.0205,13.3197,7.893439999999999
chr19:12958543-12958544,511.336,238.648,19.3852,9.64344,79.041,9.401639999999999,39.2705,18.0451,14.7336
chr19:12958599-12958600,655.422,261.385,18.6598,11.1107,84.0082,8.63525,42.6148,17.3934,16.25
chr19:12967654-12967655,47.6475,7.93443,8.89344,8.532789999999999,13.1066,47.0328,43.9303,23.6107,20.0328
chr19:12967664-12967665,47.9754,8.34426,8.93443,8.327869999999999,13.0656,46.8279,44.0533,23.8566,19.8279
chr19:12979772-12979773,130.664,6.4959,7.63525,11.6557,17.8689,9.02459,5.65574,4.92623,1.63525
chr19:12979781-12979782,136.672,6.7459,8.2459,11.8975,17.3074,9.0041,5.59836,5.09836,1.6475400000000002
chr19:12979824-12979825,141.168,7.72951,9.0041,12.4262,15.5779,8.040980000000001,6.03279,5.4303300000000005,2.29918
chr19:12983903-12983904,209.13099999999997,10.3033,63.5205,7.88934,22.5574,7.86066,25.2254,9.91803,5.58197
chr19:12983943-12983944,231.926,9.45492,64.2705,7.80328,23.2951,8.14344,25.6066,10.9385,5.64344
chr19:12983947-12983948,232.66400000000002,9.40574,63.5656,7.77049,23.3443,8.209019999999999,25.541,11.0533,5.70902
chr19:12983954-12983955,233.955,9.31967,62.332,7.71311,23.4303,8.32377,25.4262,11.2541,5.82377
chr19:12994637-12994638,332.287,20.3402,20.0492,19.5451,44.6352,30.0287,79.9057,21.8975,19.3566
chr19:12994639-12994640,336.041,20.4057,20.2213,19.5779,44.7336,30.0041,80.2008,21.9139,19.4795
chr19:12994641-12994642,339.795,20.4713,20.3934,19.6107,44.832,29.9795,80.4959,21.9303,19.6025
chr19:12994642-12994643,341.67199999999997,20.5041,20.4795,19.627,44.8811,29.9672,80.6434,21.9385,19.6639
chr19:12994643-12994644,343.54900000000004,20.5369,20.5656,19.6434,44.9303,29.9549,80.791,21.9467,19.7254
chr19:12994644-12994645,345.426,20.5697,20.6516,19.6598,44.9795,29.9426,80.9385,21.9549,19.7869
chr19:12994645-12994646,347.30300000000005,20.6025,20.7377,19.6762,45.0287,29.9303,81.0861,21.9631,19.8484
chr19:12994688-12994689,423.59,21.9836,24.8402,20.0943,49.1639,29.4221,87.4959,22.6393,22.7787
chr19:12994731-12994732,439.18,22.1557,26.6107,19.209,54.8443,28.6107,89.4631,23.4016,24.6475
chr19:12994737-12994738,435.27,21.9836,26.291,18.9385,55.0164,28.291,89.0697,23.3525,24.7213
chr19:12994739-12994740,433.967,21.9262,26.1844,18.8484,55.0738,28.1844,88.9385,23.3361,24.7459
chr19:12994745-12994746,430.05699999999996,21.7541,25.8648,18.5779,55.2459,27.8648,88.5451,23.2869,24.8197
chr19:12994748-12994749,428.102,21.668000000000003,25.7049,18.4426,55.332,27.7049,88.3484,23.2623,24.8566
chr19:12994749-12994750,427.45099999999996,21.6393,25.6516,18.3975,55.3607,27.6516,88.2828,23.2541,24.8689
chr19:12994750-12994751,426.79900000000004,21.6107,25.5984,18.3525,55.3893,27.5984,88.2172,23.2459,24.8811
chr19:12995912-12995913,1467.48,31.7336,167.00799999999998,13.25,86.3238,21.1721,80.5533,22.8811,33.2172
chr19:12995916-12995917,1484.15,31.8484,169.451,13.25,86.3074,21.4672,80.9303,22.9631,33.4467
chr19:12995970-12995971,1701.04,36.3648,185.611,13.0738,91.37700000000001,27.9795,87.5738,25.5943,34.6762
chr19:12996079-12996080,1629.4,58.9057,135.447,17.3361,107.156,28.8811,97.7377,31.8238,34.6762
chr19:12996126-12996127,1397.71,69.7459,95.5615,19.1885,110.738,26.6557,96.1721,31.0697,31.8934
chr19:12996172-12996173,1139.56,76.3197,69.6844,19.9139,109.594,24.7705,91.2254,29.3525,31.0861
chr19:12996411-12996412,487.348,128.877,13.3443,22.0,120.93,22.8443,60.9549,19.0943,21.3238
chr19:12996436-12996437,500.119,136.75799999999998,13.5697,21.7213,126.008,23.9754,61.918,19.5984,19.5123
chr19:12996447-12996448,504.402,138.381,13.6148,21.541,127.631,24.6066,62.1885,19.8238,19.1967
chr19:12996499-12996500,493.889,136.98,12.8893,20.2623,131.148,26.8689,63.4918,21.7295,18.25
chr19:12996692-12996693,193.377,56.8238,4.06148,22.8484,113.016,35.0533,49.5574,18.3402,28.5123
chr19:12996698-12996699,193.475,55.8648,4.0123,23.0697,113.803,36.1107,49.3115,18.168,29.1025
chr19:12996766-12996767,201.512,43.4303,3.75,26.3689,127.631,50.2254,48.7705,18.9836,38.4139
chr19:12996768-12996769,201.832,43.1189,3.75,26.459,128.041,50.5861,48.8033,19.0574,38.6762
chr19:12996819-12996820,213.791,34.6926,3.13525,30.0738,137.05700000000002,60.5369,51.2541,24.418000000000003,44.5533
chr19:12997144-12997145,766.578,19.0,35.1311,141.266,257.857,320.541,106.57,92.0902,152.17600000000002
chr19:12997258-12997259,715.947,19.25,34.3566,145.643,235.91400000000002,320.303,95.9262,95.2172,156.471
chr19:12997523-12997524,201.639,15.8279,6.7336100000000005,27.8811,107.33200000000001,73.8689,43.5656,27.0451,40.2541
chr19:12997530-12997531,205.31099999999998,15.5697,6.7049199999999995,27.3648,107.87700000000001,70.4262,42.7336,26.2992,37.9877
chr19:12997540-12997541,206.049,15.4057,6.663930000000001,27.2418,108.902,68.541,42.0369,25.8893,36.8402
chr19:12997560-12997561,207.525,15.0779,6.58197,26.9959,110.95100000000001,64.7705,40.6434,25.0697,34.5451
chr19:12997564-12997565,207.82,15.0123,6.56557,26.9467,111.361,64.0164,40.3648,24.9057,34.0861
chr19:12997566-12997567,207.967,14.9795,6.55738,26.9221,111.566,63.6393,40.2254,24.8238,33.8566
