0,9d99e0c01bea-Hudep2_ATAC,208b261f9712-Hudep2_D3_merged_CTCF.all,c901e1d003c0-Hudep2_BCL11A,f5c02463d20c-Hudep2_D0_GATA1.all,73b80df8d18d-HUDEP2_LRF_CHIP,f60a6201d4a2-Hudep2_D3_merged_GATA1.all,e4c0e83f0766-Hudep2_D3_merged_KLF1.all,2f18922967dc-Hudep2_D3_merged_LDB1.all,d29509edf3ff-Hudep2_D3_merged_TAL1.all
chr11:5309051-5309052,62.1921,8.5124,3.2851199999999996,13.9793,22.1612,13.593,23.0826,12.0558,14.75
chr11:5309426-5309427,969.0039999999999,22.6963,65.7541,110.911,33.8946,262.122,122.525,106.38799999999999,159.655
chr11:5309515-5309516,1595.22,26.6054,107.31200000000001,135.424,39.2913,313.38599999999997,139.868,120.40100000000001,190.74599999999998
chr11:5312637-5312638,297.748,122.69,8.12397,10.2851,22.5764,5.66322,15.9959,13.3058,8.40496
chr11:5312647-5312648,309.149,127.686,8.2686,9.89669,23.0723,6.02686,16.1488,13.376,8.36364
chr11:5319062-5319063,133.06,6.20248,11.9649,16.4649,13.5558,13.8409,10.9483,14.219000000000001,6.6074399999999995
chr11:5319067-5319068,134.878,6.23347,11.9855,16.4855,13.5041,13.9752,10.969000000000001,14.126,6.53512
chr11:5319069-5319070,135.605,6.24587,11.9938,16.4938,13.4835,14.0289,10.9773,14.0888,6.5062
chr11:5319105-5319106,145.754,6.46901,11.6136,16.1798,13.4091,15.1942,11.126,13.2872,5.98554
chr11:5319291-5319292,85.655,6.42149,3.2644599999999997,6.35124,15.5992,14.2975,11.1116,8.36364,7.3574399999999995
chr11:5319302-5319303,86.1095,6.46694,3.19628,5.9876,15.5764,13.6384,11.157,7.886360000000001,7.2892600000000005
chr11:5319303-5319304,86.1508,6.47107,3.19008,5.95455,15.5744,13.5785,11.1612,7.842980000000001,7.283060000000001
chr11:5319417-5319418,93.936,6.10744,3.5144599999999997,5.0,15.9773,7.79132,10.657,4.175619999999999,5.25207
chr11:5325062-5325063,803.1260000000001,9.35331,18.1322,96.155,22.3492,86.5269,42.8306,40.624,26.564
chr11:5325063-5325064,801.2,9.35331,18.1136,96.1033,22.3554,86.405,42.8161,40.626,26.5826
chr11:5325065-5325066,797.3489999999999,9.35331,18.0764,96.0,22.3678,86.1612,42.7872,40.6302,26.6198
chr11:5325094-5325095,733.107,9.32231,17.4029,93.7376,22.4959,82.0888,42.1818,40.4318,27.0558
chr11:5325104-5325105,697.054,9.26033,16.9483,91.6921,22.4545,79.7955,41.6653,39.936,27.0351
chr11:5325129-5325130,614.457,9.06612,15.6942,86.0682,22.2727,74.8864,40.2169,38.3822,26.5517
chr11:5325130-5325131,611.248,9.05785,15.6426,85.8368,22.2645,74.7004,40.157,38.3161,26.5269
chr11:5330269-5330270,27.0372,6.87397,1.3760299999999999,6.44008,8.084710000000001,9.78306,5.59504,9.35331,4.2066099999999995
chr11:5369965-5369966,395.74800000000005,4.50413,5.907019999999999,12.0888,29.4153,11.6529,16.1488,10.2748,5.36777
chr11:5369977-5369978,399.98800000000006,4.553719999999999,5.93182,12.0145,28.8946,11.6281,16.0744,10.374,5.44215
chr11:5369979-5369980,400.694,4.56198,5.93595,12.0021,28.8079,11.624,16.062,10.3905,5.45455
chr11:5374672-5374673,25.874000000000002,2.4214900000000004,1.65083,4.96901,11.8574,1.8533099999999998,3.46694,4.53099,0.828512
chr11:5374683-5374684,26.1921,2.44421,1.76446,5.10537,11.9711,1.8533099999999998,3.4214900000000004,4.39463,0.8057850000000001
chr11:5391290-5391291,244.285,118.428,2.78512,13.6095,24.595,11.6632,19.7335,9.86364,5.89256
chr11:5391293-5391294,244.167,119.264,2.7603299999999997,13.4669,24.7438,11.6942,19.7645,9.81405,5.88017
chr11:5391300-5391301,243.893,121.21700000000001,2.70248,13.1343,25.0909,11.7665,19.8368,9.69835,5.85124
chr11:5402129-5402130,201.882,77.4938,6.5,9.17769,18.1343,6.73347,11.6591,7.694210000000001,4.06612
chr11:5402137-5402138,209.105,79.5103,6.5,9.30992,18.2665,6.65083,11.7583,7.595039999999999,4.0
chr11:5402196-5402197,230.06,84.874,5.75207,9.590910000000001,18.4008,5.49793,11.3554,6.99793,2.95455
chr11:5402198-5402199,229.16299999999998,84.6632,5.68595,9.57025,18.343,5.45248,11.3017,6.989669999999999,2.90909
chr11:5402207-5402208,225.128,83.7149,5.3884300000000005,9.477269999999999,18.0826,5.24793,11.0599,6.95248,2.70455
chr11:5497629-5497630,91.4607,64.8926,0.415289,7.845039999999999,17.4773,3.59711,6.88223,11.9318,6.16529
chr11:5497655-5497656,97.8988,64.3719,0.6549590000000001,7.1343,18.2789,3.84504,7.60537,13.0599,6.40496
chr11:5497670-5497671,98.0434,63.2769,0.840909,6.783060000000001,18.4339,3.89669,7.925619999999999,13.4215,6.590910000000001
chr11:5497673-5497674,97.7893,63.0165,0.878099,6.72107,18.4401,3.89669,7.975210000000001,13.4649,6.6281
chr11:5497690-5497691,96.0785,61.4669,1.09917,6.36777,18.4628,3.8905,8.2562,13.6963,6.840910000000001
chr11:5497691-5497692,95.7231,61.3058,1.1219,6.34504,18.4525,3.8843,8.272730000000001,13.6963,6.85537
chr11:5552459-5552460,11.1281,3.16529,1.28512,0.8574379999999999,1.52893,7.38223,1.0206600000000001,2.66322,2.7871900000000003
chr11:5552460-5552461,11.2376,3.17355,1.29339,0.8533059999999999,1.51653,7.42355,1.02686,2.67355,2.79339
chr11:5602227-5602228,17.9256,4.36777,1.43182,2.16322,6.2706599999999995,1.45455,6.06405,3.6570199999999997,2.93182
chr11:5602230-5602231,18.3719,4.34917,1.43802,2.21901,6.29545,1.43595,6.08884,3.6694199999999997,2.93802
chr11:5602231-5602232,18.5207,4.342980000000001,1.44008,2.2376,6.303719999999999,1.42975,6.09711,3.67355,2.94008
chr11:5602262-5602263,25.1798,3.90909,1.45248,3.18595,6.55165,1.34504,6.49587,3.80165,3.0
chr11:5602308-5602309,34.9545,2.93595,1.39669,4.80785,6.82025,1.6528900000000002,7.161160000000001,3.87397,2.96074
chr11:5602341-5602342,39.4628,2.38636,1.40496,5.72727,6.9607399999999995,2.0020700000000002,7.3657,3.67355,2.88843
chr11:5602344-5602345,39.7665,2.35537,1.41736,5.81405,6.966939999999999,2.04545,7.3595,3.64876,2.87603
chr11:5602346-5602347,39.969,2.33471,1.42562,5.8719,6.97107,2.07438,7.35537,3.6322300000000003,2.86777
chr11:5602348-5602349,40.1715,2.31405,1.4338799999999998,5.92975,6.975210000000001,2.10331,7.35124,3.6157,2.8595
chr11:5602354-5602355,40.7789,2.2520700000000002,1.45868,6.10331,6.9876,2.19008,7.338839999999999,3.5661199999999997,2.83471
chr11:5602375-5602376,41.5103,2.19008,1.57645,6.46281,7.030989999999999,2.43182,7.20248,3.39256,2.7479299999999998
chr11:5602377-5602378,41.5269,2.19008,1.58884,6.4876,7.03512,2.45248,7.18595,3.37603,2.7396700000000003
chr11:5602379-5602380,41.5434,2.19008,1.60124,6.5124,7.0392600000000005,2.4731400000000003,7.16942,3.3595,2.7314
chr11:5602387-5602388,41.6095,2.19008,1.65083,6.6115699999999995,7.055789999999999,2.55579,7.1033100000000005,3.29339,2.69835
chr11:5602394-5602395,41.1302,2.27273,1.71488,6.636360000000001,7.02893,2.60744,6.96281,3.21488,2.65909
chr11:5612971-5612972,38.1302,3.39876,1.30165,3.55165,8.74174,4.17769,3.7789300000000003,4.05992,2.31612
chr11:5613011-5613012,42.6839,4.90496,1.54752,3.1219,8.227269999999999,4.31818,3.4524800000000004,4.54752,2.44421
chr11:5613018-5613019,42.6694,5.1219,1.57645,3.02066,8.1405,4.260330000000001,3.42355,4.57645,2.4731400000000003
chr11:5613019-5613020,42.6674,5.15289,1.5805799999999999,3.0062,8.1281,4.25207,3.4194199999999997,4.58058,2.47727
chr11:5613021-5613022,42.6632,5.21488,1.58884,2.97727,8.10331,4.23554,3.4111599999999997,4.58884,2.4855400000000003
chr11:5613022-5613023,42.6612,5.24587,1.5929799999999998,2.9628099999999997,8.090910000000001,4.22727,3.4070199999999997,4.592980000000001,2.4896700000000003
chr11:5613023-5613024,42.6591,5.27686,1.59711,2.94835,8.078510000000001,4.21901,3.40289,4.59711,2.4938
chr11:5613025-5613026,42.655,5.33884,1.60537,2.91942,8.05372,4.20248,3.3946300000000003,4.60537,2.5020700000000002
chr11:5613026-5613027,42.6529,5.36983,1.6095,2.90496,8.041319999999999,4.19421,3.3905,4.6095,2.5062
chr11:5613029-5613030,42.6467,5.46281,1.6219,2.86157,8.00413,4.16942,3.3781,4.6219,2.5186
chr11:5613030-5613031,42.6446,5.4938,1.6260299999999999,2.84711,7.991739999999999,4.16116,3.37397,4.62603,2.52273
chr11:5617936-5617937,669.196,7.491739999999999,17.4938,26.6901,21.3843,62.3388,33.8781,35.2293,42.2066
chr11:5617945-5617946,692.831,7.739669999999999,19.186,27.8368,21.8182,65.5248,34.5909,36.6488,43.0558
chr11:5617972-5617973,742.585,8.32231,23.6798,30.719,22.9959,74.2273,36.2273,40.1446,45.2686
chr11:5617982-5617983,751.118,8.44628,24.9194,31.4421,23.3058,76.624,36.5579,40.9917,45.8471
chr11:5618025-5618026,743.9939999999999,8.92975,30.436,33.3306,25.0165,85.4793,37.0434,42.9607,48.0744
chr11:5618033-5618034,737.217,8.979339999999999,31.064,33.3967,25.281,86.43799999999999,36.9938,42.9773,48.3058
chr11:5618043-5618044,723.291,9.02479,31.8079,33.281,25.6033,87.4959,36.8492,42.8657,48.5785
chr11:5618044-5618045,721.081,9.026860000000001,31.875999999999998,33.2397,25.6343,87.5806,36.8223,42.8347,48.6033
chr11:5618045-5618046,718.87,9.02893,31.9442,33.1983,25.6653,87.6653,36.7955,42.8037,48.6281
chr11:5621680-5621681,490.895,130.57,7.28512,8.52893,21.4194,19.6715,24.064,5.08058,8.20455
chr11:5621703-5621704,546.2090000000001,140.083,7.90083,8.956610000000001,22.6467,21.1756,25.3161,6.342980000000001,9.16942
chr11:5621704-5621705,548.521,140.475,7.92355,8.97521,22.7025,21.2459,25.3657,6.41322,9.22107
chr11:5621705-5621706,550.8330000000001,140.868,7.946280000000001,8.9938,22.7583,21.3161,25.4153,6.48347,9.272730000000001
chr11:5621706-5621707,553.145,141.26,7.969010000000001,9.0124,22.814,21.3864,25.4649,6.553719999999999,9.32438
chr11:5621715-5621716,565.7909999999999,143.316,8.08058,9.1281,23.2025,21.8636,25.6839,7.154960000000001,9.77893
chr11:5621719-5621720,568.51,143.705,8.09711,9.16116,23.3347,22.0207,25.7004,7.411160000000001,9.977269999999999
chr11:5621766-5621767,565.612,140.335,7.81405,9.276860000000001,24.5599,23.1467,24.9029,11.2211,12.2707
chr11:5621767-5621768,564.2869999999999,140.02100000000002,7.7892600000000005,9.2686,24.5599,23.1384,24.8574,11.2955,12.2996
chr11:5621768-5621769,562.9630000000001,139.707,7.764460000000001,9.26033,24.5599,23.1302,24.811999999999998,11.3698,12.3285
chr11:5621770-5621771,560.314,139.079,7.71488,9.2438,24.5599,23.1136,24.7211,11.5186,12.3864
chr11:5621779-5621780,548.395,136.252,7.491739999999999,9.16942,24.5599,23.0393,24.311999999999998,12.187999999999999,12.6467
chr11:5646401-5646402,56.0413,5.52479,1.31198,3.2376,9.601239999999999,2.36777,7.489669999999999,4.2562,3.1343
chr11:5646404-5646405,54.9132,5.574380000000001,1.30579,3.16942,9.56405,2.34298,7.588839999999999,4.18182,3.15289
chr11:5646405-5646406,54.5372,5.59091,1.30372,3.14669,9.55165,2.33471,7.6219,4.157019999999999,3.15909
chr11:5646406-5646407,54.1612,5.60744,1.30165,3.12397,9.53926,2.32645,7.654960000000001,4.13223,3.16529
chr11:5672161-5672162,112.13600000000001,1.49793,1.47314,9.477269999999999,11.5744,10.3636,4.4814,4.31198,5.18802
chr11:5672175-5672176,112.10700000000001,1.46901,1.24174,9.85331,11.314,10.2769,4.68388,4.1095,5.3905
chr11:5672223-5672224,102.242,1.4938,0.485537,10.4959,10.345,9.6281,5.2706599999999995,3.57645,5.57231
chr11:5672233-5672234,98.6467,1.53512,0.382231,10.4339,10.2004,9.462810000000001,5.3326400000000005,3.55579,5.489669999999999
chr11:5672253-5672254,87.3781,1.73347,0.17562,9.99174,9.99793,8.958680000000001,5.34091,3.60124,5.17975
chr11:5672258-5672259,84.124,1.79545,0.12396700000000001,9.84711,9.956610000000001,8.81405,5.33058,3.6219,5.08678
chr11:5686629-5686630,155.461,8.020660000000001,2.27066,22.1157,17.438,31.0165,12.1364,9.7314,8.19008
chr11:5686631-5686632,155.188,8.01653,2.26653,22.219,17.4298,30.938000000000002,12.157,9.723139999999999,8.16942
chr11:5686632-5686633,155.05200000000002,8.01446,2.2644599999999997,22.2707,17.4256,30.8988,12.1674,9.71901,8.159089999999999
chr11:5686633-5686634,154.915,8.0124,2.2624,22.3223,17.4215,30.8595,12.1777,9.71488,8.148760000000001
chr11:5686860-5686861,54.2893,4.26653,3.2438,22.6694,12.4566,18.4194,8.11364,10.5434,5.88017
chr11:5686861-5686862,54.4236,4.25826,3.2686,22.6426,12.4525,18.3926,8.1281,10.5455,5.88636
chr11:5686869-5686870,55.4979,4.19215,3.46694,22.4277,12.4194,18.1777,8.2438,10.562000000000001,5.93595
chr11:5686888-5686889,58.0496,4.03512,3.93802,21.9174,12.3409,17.6674,8.5186,10.6012,6.053719999999999
chr11:5705044-5705045,99.6281,5.04752,0.144628,8.15702,9.07438,2.15702,8.08884,5.90083,3.7210699999999997
chr11:5705058-5705059,101.79799999999999,5.1343,0.260331,7.5785100000000005,9.479339999999999,2.18595,7.973139999999999,5.9876,3.2004099999999998
chr11:5705060-5705061,102.10700000000001,5.14669,0.27686,7.49587,9.537189999999999,2.19008,7.95661,6.0,3.12603
chr11:5705062-5705063,101.988,5.14669,0.29338800000000004,7.4214899999999995,9.590910000000001,2.20248,7.94835,6.00413,3.05992
chr11:5705063-5705064,101.928,5.14669,0.301653,7.3843,9.61777,2.2086799999999998,7.944210000000001,6.0062,3.0268599999999997
chr11:5705065-5705066,101.80799999999999,5.14669,0.318182,7.30992,9.671489999999999,2.22107,7.93595,6.010330000000001,2.96074
chr11:5705067-5705068,101.68799999999999,5.14669,0.33471100000000004,7.235539999999999,9.72521,2.23347,7.927689999999999,6.01446,2.89463
chr11:5705068-5705069,101.62799999999999,5.14669,0.342975,7.19835,9.75207,2.2396700000000003,7.92355,6.01653,2.86157
chr11:5705076-5705077,101.149,5.14669,0.409091,6.90083,9.96694,2.28926,7.8905,6.03306,2.59711
chr11:5705086-5705087,100.55,5.14669,0.49173599999999995,6.52893,10.2355,2.35124,7.84917,6.053719999999999,2.26653
chr11:5705099-5705100,97.374,5.14669,0.661157,5.94215,10.6674,2.4938,7.75413,6.0186,1.8161200000000002
chr11:5705100-5705101,97.0744,5.14669,0.67562,5.89463,10.7025,2.5062,7.74587,6.01446,1.78099
chr11:5705111-5705112,93.7066,5.14876,0.8326450000000001,5.38636,11.0744,2.63636,7.659089999999999,5.96488,1.4132200000000001
chr11:5705116-5705117,91.8471,5.15909,0.8946280000000001,5.22107,11.1777,2.66736,7.6384300000000005,5.92355,1.3305799999999999
chr11:5706017-5706018,303.355,101.81,3.33471,17.0517,26.2335,34.8719,32.9174,20.7169,9.91736
chr11:5706299-5706300,724.304,30.5517,14.030999999999999,24.0971,25.5165,46.9752,53.8884,21.0351,16.5992
chr11:5706300-5706301,727.2710000000001,30.4029,14.0579,24.0785,25.5062,47.0558,53.907,20.9876,16.5868
chr11:5706302-5706303,733.205,30.1054,14.1116,24.0413,25.4855,47.2169,53.9442,20.8926,16.562
chr11:5706303-5706304,736.171,29.9566,14.1384,24.0227,25.4752,47.2975,53.9628,20.845,16.5496
chr11:5706336-5706337,798.7330000000001,27.0888,14.1653,23.0331,24.8657,50.06399999999999,53.9318,19.438,15.8719
chr11:5706339-5706340,803.556,26.8781,14.1467,22.9339,24.8037,50.3182,53.9132,19.314,15.8037
chr11:5706354-5706355,808.5139999999999,25.1736,13.4339,22.0351,24.2459,50.6281,53.0455,18.1983,15.0599
chr11:5706355-5706356,808.845,25.0599,13.3864,21.9752,24.2087,50.6488,52.9876,18.124000000000002,15.0103
chr11:5706357-5706358,809.5060000000001,24.8326,13.2913,21.8554,24.1343,50.6901,52.8719,17.9752,14.9112
chr11:5706360-5706361,810.498,24.4917,13.1488,21.6756,24.0227,50.7521,52.6983,17.7521,14.7624
chr11:5706370-5706371,799.217,23.7273,12.6322,21.1591,23.7335,50.4421,51.9752,17.1322,14.3285
chr11:5706373-5706374,795.8330000000001,23.4979,12.4773,21.0041,23.6467,50.3492,51.7583,16.9463,14.1983
chr11:5706377-5706378,791.32,23.1921,12.2707,20.7975,23.531,50.2252,51.468999999999994,16.6983,14.0248
chr11:5711590-5711591,25.8471,6.29132,2.08264,7.38017,16.4215,2.40083,12.1054,3.4008300000000005,2.45661
chr11:5711611-5711612,26.6942,6.4566099999999995,2.0,8.15496,16.5909,2.69628,11.9442,3.48967,2.45455
chr11:5711615-5711616,26.7769,6.4566099999999995,2.0,8.27893,16.6074,2.72107,11.9607,3.5144599999999997,2.44628
chr11:5711621-5711622,26.9008,6.4566099999999995,2.0,8.46488,16.6322,2.75826,11.9855,3.55165,2.43388
chr11:5712174-5712175,45.7314,1.89463,1.00413,11.2066,20.4545,7.694210000000001,10.4174,6.35124,5.41942
chr11:5712175-5712176,45.6012,1.8987599999999998,0.995868,11.2066,20.4318,7.659089999999999,10.4091,6.35537,5.43388
chr11:5712590-5712591,24.405,3.62603,2.8905,5.1343,21.093000000000004,6.58471,10.8616,5.77479,4.60124
chr11:5712655-5712656,34.1281,3.6508300000000005,5.85331,7.840910000000001,18.3905,10.3471,11.6591,6.092980000000001,6.05992
chr11:5712689-5712690,35.8554,3.4400800000000005,6.66942,8.44628,16.9442,11.8058,11.3802,6.10331,6.592980000000001
chr11:5733815-5733816,17.9401,27.686,2.15702,3.5144599999999997,8.74587,1.60331,9.49587,3.8822300000000003,2.05372
chr11:5733838-5733839,20.0785,31.4401,1.7768599999999999,3.6570199999999997,8.650830000000001,1.60331,9.400830000000001,3.73967,2.10124
chr11:5733885-5733886,23.9773,38.8864,1.01653,4.08678,8.11983,1.74174,8.96488,3.55165,2.48347
chr11:5735059-5735060,22.5682,1.1260299999999999,2.18595,1.95661,7.10124,1.39256,1.7376,5.18388,2.44215
chr11:5735060-5735061,22.7934,1.1301700000000001,2.19008,1.95661,7.06612,1.39669,1.7231400000000001,5.19008,2.42975
chr11:5735066-5735067,23.8099,1.16736,2.22727,1.9442099999999998,6.8925600000000005,1.40909,1.6611599999999997,5.21488,2.35537
chr11:5735069-5735070,24.3182,1.18595,2.24587,1.93802,6.805789999999999,1.41529,1.6301700000000001,5.22727,2.31818
chr11:5735072-5735073,24.8264,1.20455,2.2644599999999997,1.93182,6.719010000000001,1.42149,1.59917,5.239669999999999,2.28099
chr11:5735107-5735108,31.0537,1.60744,2.44421,1.8223099999999999,5.7066099999999995,1.56818,1.2747899999999999,5.49587,1.73554
chr11:5735108-5735109,31.2397,1.6239700000000001,2.44835,1.81818,5.67769,1.57438,1.26653,5.5062,1.7169400000000001
chr11:5735110-5735111,31.6116,1.6570200000000002,2.45661,1.80992,5.61983,1.5867799999999999,1.25,5.52686,1.67975
chr11:5735117-5735118,32.3202,1.77273,2.44215,1.78099,5.53306,1.6157,1.2355399999999999,5.58471,1.5929799999999998
chr11:5735127-5735128,33.3326,1.93802,2.4214900000000004,1.73967,5.40909,1.6570200000000002,1.21488,5.6673599999999995,1.46901
chr11:5735168-5735169,35.6074,2.80579,2.21694,1.5867799999999999,5.11983,1.82645,1.3429799999999998,6.2293400000000005,1.01033
chr11:5735189-5735190,35.0868,3.19628,2.08678,1.54339,5.2066099999999995,1.9132200000000001,1.51653,6.53306,0.880165
chr11:5735194-5735195,34.5599,3.3099199999999995,2.03512,1.53306,5.24793,1.9132200000000001,1.59917,6.6466899999999995,0.859504
chr11:5829874-5829875,236.06599999999997,102.736,6.950410000000001,5.60331,34.9174,5.71694,11.1384,7.7892600000000005,7.136360000000001
chr11:5829885-5829886,234.975,103.258,7.08678,5.60331,35.4174,5.78512,11.3202,7.88017,7.06818
chr11:5829887-5829888,234.77700000000002,103.353,7.1115699999999995,5.60331,35.5083,5.79752,11.3533,7.8966899999999995,7.055789999999999
chr11:5831808-5831809,80.9174,3.9214900000000004,3.3037199999999998,11.4711,11.6798,17.2645,8.80785,15.5372,11.3946
chr11:5831815-5831816,83.1033,4.03926,3.3781,11.3636,11.7686,17.655,8.8781,15.7851,11.4711
chr11:5831826-5831827,85.8306,4.19835,3.46901,11.1818,11.8822,18.1777,8.96901,16.1033,11.5393
chr11:5831827-5831828,86.0785,4.21281,3.47727,11.1653,11.8926,18.2252,8.977269999999999,16.1322,11.5455
chr11:5831829-5831830,86.5744,4.24174,3.4938,11.1322,11.9132,18.3202,8.9938,16.1901,11.5579
chr11:5831864-5831865,92.1384,4.71488,3.54339,10.2087,12.3264,19.4483,8.99174,17.0165,11.595
chr19:12936453-12936454,75.6322,47.3843,1.0867799999999999,5.63017,63.8368,2.70455,17.0868,10.5165,5.77686
chr19:12936454-12936455,76.3409,47.6632,1.07438,5.6115699999999995,64.0847,2.71488,17.1302,10.5041,5.80785
chr19:12936478-12936479,89.3326,52.6839,0.96281,5.425619999999999,68.1012,2.92562,17.874000000000002,10.280999999999999,6.44008
chr19:12936520-12936521,109.103,59.6777,0.981405,5.65496,71.8388,3.2520700000000002,18.9649,9.977269999999999,7.46488
chr19:12943417-12943418,415.719,133.903,19.2355,12.7066,79.0,27.3926,67.5599,19.1839,16.3678
chr19:12943522-12943523,571.238,203.58900000000003,26.186,12.1591,76.2769,27.9277,71.7417,15.9008,15.3595
chr19:12943524-12943525,571.965,204.65099999999998,26.1116,12.1384,76.157,27.9483,71.6921,15.8388,15.3306
chr19:12949227-12949228,512.934,197.00400000000002,3.27066,11.6798,110.419,14.0331,56.438,11.8037,12.9752
chr19:12952075-12952076,214.767,12.126,4.98347,11.9091,44.9938,10.4938,24.8843,15.2335,9.34711
chr19:12952087-12952088,214.32,12.3492,4.90909,11.4876,45.56399999999999,10.6674,24.5868,14.8368,9.19835
chr19:12952088-12952089,214.283,12.3678,4.90289,11.4525,45.6116,10.6818,24.561999999999998,14.8037,9.18595
chr19:12952181-12952182,148.246,15.0207,3.02273,8.55579,45.7479,9.71901,20.438,13.5806,7.946280000000001
chr19:12952182-12952183,147.372,15.0372,3.00826,8.537189999999999,45.7066,9.69835,20.3946,13.5909,7.93802
chr19:12958543-12958544,501.676,232.49200000000002,18.8719,9.61364,77.7975,9.13636,38.7066,17.5537,14.4091
chr19:12958599-12958600,627.835,254.47099999999998,18.1488,11.0682,82.2769,8.61157,41.9835,17.1715,15.9814
chr19:12967654-12967655,46.3037,8.09711,8.5186,8.578510000000001,13.0971,45.8512,43.6364,23.5558,19.5331
chr19:12967664-12967665,46.5517,8.51446,8.44008,8.3719,13.0434,45.3223,43.8099,23.7831,19.0455
chr19:12979772-12979773,125.934,6.68388,7.32025,11.6405,17.686,8.51653,5.95041,4.90083,1.94008
chr19:12979781-12979782,129.262,6.81405,7.654960000000001,11.7707,17.3884,8.51653,5.91322,4.9938,1.94008
chr19:12979824-12979825,135.692,7.739669999999999,8.44421,12.2769,15.6632,8.08264,6.1405,5.27893,2.46074
chr19:12983903-12983904,205.55,10.2087,60.8864,7.76653,22.5579,7.98347,24.8719,10.0702,5.74793
chr19:12983943-12983944,225.888,9.53306,61.5599,7.716939999999999,23.186,8.24793,25.2417,10.9669,5.81818
chr19:12983947-12983948,226.831,9.409089999999999,61.0145,7.68388,23.2355,8.28926,25.2004,11.0909,5.842980000000001
chr19:12983954-12983955,228.479,9.19215,60.0599,7.62603,23.3223,8.36157,25.1281,11.3079,5.88636
chr19:12994637-12994638,323.298,20.0207,19.2045,19.124000000000002,44.5124,29.0971,78.3967,21.7107,19.0248
chr19:12994639-12994640,326.983,20.0992,19.4112,19.186,44.5992,29.1591,78.7562,21.7397,19.1488
chr19:12994641-12994642,331.231,20.1901,19.6756,19.2397,44.81399999999999,29.2169,79.1818,21.7893,19.314
chr19:12994642-12994643,333.355,20.2355,19.8079,19.2665,44.9215,29.2459,79.3946,21.814,19.3967
chr19:12994643-12994644,335.47900000000004,20.281,19.9401,19.2934,45.0289,29.2748,79.6074,21.8388,19.4793
chr19:12994644-12994645,337.603,20.3264,20.0723,19.3202,45.1364,29.3037,79.8202,21.8636,19.562
chr19:12994645-12994646,339.727,20.3719,20.2045,19.3471,45.2438,29.3326,80.0331,21.8884,19.6446
chr19:12994688-12994689,405.95,21.6901,24.2128,19.8657,49.343,29.5351,86.2335,22.6653,22.3306
chr19:12994731-12994732,425.05400000000003,21.7128,25.2831,18.9153,53.25,28.1818,87.9029,23.0269,24.1612
chr19:12994737-12994738,424.769,21.6632,25.2955,18.7541,53.7211,28.0083,87.9029,23.064,24.3223
chr19:12994739-12994740,424.67400000000004,21.6467,25.2996,18.7004,53.8781,27.9504,87.9029,23.0764,24.375999999999998
chr19:12994745-12994746,418.921,21.4607,25.0517,18.3905,54.2996,27.6033,87.4318,23.0269,24.4132
chr19:12994748-12994749,416.045,21.3678,24.9277,18.2355,54.5103,27.4298,87.1963,23.0021,24.4318
chr19:12994749-12994750,415.087,21.3368,24.8864,18.1839,54.5806,27.3719,87.1178,22.9938,24.438000000000002
chr19:12994750-12994751,414.12800000000004,21.3058,24.845,18.1322,54.6508,27.314,87.0393,22.9855,24.4442
chr19:12995912-12995913,1477.42,32.4587,165.02900000000002,13.2025,87.4897,21.9504,81.157,23.2769,32.9566
chr19:12995916-12995917,1492.05,32.6736,166.574,13.1942,87.6798,22.314,81.5537,23.4091,33.0888
chr19:12995970-12995971,1686.52,37.6715,179.171,13.595,91.9959,27.5558,87.9711,25.7955,34.7128
chr19:12996079-12996080,1618.91,58.3326,133.49,17.2314,106.149,29.064,96.6901,30.9194,34.093
chr19:12996126-12996127,1395.0,68.3843,100.242,18.8471,109.38,26.7645,95.34299999999999,30.8492,32.5041
chr19:12996172-12996173,1123.91,76.2231,68.9731,19.8326,109.3,25.0702,89.874,28.9917,31.1674
chr19:12996411-12996412,489.82,128.901,13.343,21.8182,121.795,23.4339,61.06399999999999,19.2748,21.4029
chr19:12996436-12996437,498.80800000000005,134.32399999999998,13.4979,21.6116,125.36,24.2603,61.7355,19.6364,20.1632
chr19:12996447-12996448,499.62199999999996,135.868,13.4504,21.4215,126.74600000000001,24.6736,62.0971,19.9607,19.6178
chr19:12996499-12996500,481.785,134.105,12.6116,20.3264,129.285,26.5331,63.0496,21.7293,18.3678
chr19:12996692-12996693,204.614,59.0434,4.29132,22.7934,114.11200000000001,35.4979,50.1364,18.7355,28.2955
chr19:12996698-12996699,201.502,57.0723,4.17975,23.1281,115.029,36.7376,49.8264,18.6116,29.25
chr19:12996766-12996767,202.938,42.9194,3.58264,26.8368,127.74,50.8698,49.25,20.0207,38.5124
chr19:12996768-12996769,203.30200000000002,42.6302,3.57025,26.9442,128.079,51.2087,49.312,20.157,38.7314
chr19:12996819-12996820,217.8,34.2252,3.19215,31.4628,138.702,62.75,52.3058,24.8926,45.8905
chr19:12997144-12997145,746.1139999999999,18.9112,33.6467,138.304,254.11,314.097,105.43,90.2211,150.202
chr19:12997258-12997259,690.1260000000001,19.4814,32.7583,141.058,232.023,313.058,94.1653,92.6901,153.591
chr19:12997523-12997524,197.355,15.8512,6.67975,28.436,108.965,74.9256,43.2231,27.2707,41.1818
chr19:12997530-12997531,199.207,15.7211,6.66529,28.1756,109.24,73.1901,42.8037,26.8946,40.0393
