0,dc40f17e2081-Hudep2_ATAC,d8c53a171a5d-Hudep2_D3_merged_CTCF.all,a95057f6ddf5-Hudep2_BCL11A,e14214331f97-Hudep2_D0_GATA1.all,cc2410e9fe9b-HUDEP2_LRF_CHIP,23219c20dab0-Hudep2_D3_merged_GATA1.all,1807765d87c9-Hudep2_D3_merged_KLF1.all,75b959ea16be-Hudep2_D3_merged_LDB1.all,7a1f325ee3b3-Hudep2_D3_merged_TAL1.all
chr11:5309051-5309052,61.6727,8.383980000000001,3.10773,14.1105,21.8177,14.5566,23.1381,12.6588,15.0401
chr11:5309426-5309427,970.012,22.4972,65.0,108.604,33.6064,258.05,120.822,103.699,157.215
chr11:5309515-5309516,1484.94,25.7638,99.79700000000001,129.326,38.3923,301.291,135.88,115.85799999999999,184.785
chr11:5312637-5312638,283.442,119.189,7.65746,10.232000000000001,22.2901,5.60773,16.1464,13.3577,8.14365
chr11:5312647-5312648,292.691,123.066,7.76519,9.93094,22.634,5.8522099999999995,16.2652,13.4171,8.118780000000001
chr11:5319062-5319063,124.351,6.1768,11.087,15.75,13.4945,13.6506,11.0815,13.6961,6.4530400000000006
chr11:5319067-5319068,126.42299999999999,6.19751,11.1077,15.7569,13.529000000000002,13.837,11.0746,13.6616,6.4185099999999995
chr11:5319069-5319070,127.251,6.2058,11.116,15.7597,13.5428,13.9116,11.0718,13.6478,6.4047
chr11:5319105-5319106,137.756,6.35497,10.913,15.5401,13.7707,15.0884,11.0843,13.2334,6.1146400000000005
chr11:5319291-5319292,89.3329,6.3646400000000005,3.38398,6.5663,15.5249,13.9917,11.1575,8.035910000000001,7.03177
chr11:5319302-5319303,89.6367,6.39503,3.3384,6.3232,15.5097,13.5511,11.1878,7.71685,6.98619
chr11:5319303-5319304,89.6644,6.3977900000000005,3.33425,6.3011,15.5083,13.511,11.1906,7.68785,6.98204
chr11:5319417-5319418,90.2348,6.0290099999999995,3.41436,5.07459,16.2486,8.13674,10.4254,4.68785,5.524859999999999
chr11:5325062-5325063,768.279,9.11326,17.7831,92.51799999999999,22.1823,84.8577,41.8978,39.3826,25.9903
chr11:5325063-5325064,766.373,9.116019999999999,17.7514,92.4613,22.1851,84.7279,41.8826,39.3812,26.0028
chr11:5325065-5325066,762.561,9.12155,17.6878,92.3481,22.1906,84.4682,41.8522,39.3785,26.0276
chr11:5325094-5325095,705.268,9.17403,16.7721,90.3854,22.2486,80.6091,41.3343,39.2113,26.3329
chr11:5325104-5325105,681.166,9.1326,16.4682,89.01799999999999,22.221,79.07600000000001,40.989,38.8798,26.3191
chr11:5325129-5325130,598.7280000000001,9.001380000000001,15.3218,83.1961,22.1243,73.1436,39.3522,37.1671,25.6215
chr11:5325130-5325131,595.2090000000001,8.99586,15.2721,82.9392,22.1202,72.8854,39.279,37.0898,25.587
chr11:5330269-5330270,25.3066,6.98619,1.24862,6.208559999999999,8.1989,9.447510000000001,5.82873,9.212710000000001,4.05387
chr11:5369965-5369966,366.51199999999994,4.714090000000001,5.51105,11.8135,28.3702,11.3633,15.4088,10.0511,5.41298
chr11:5369977-5369978,370.93800000000005,4.747240000000001,5.52762,11.6975,28.0718,11.3798,15.4254,10.2003,5.4627099999999995
chr11:5369979-5369980,371.675,4.752759999999999,5.530390000000001,11.6782,28.0221,11.3826,15.4282,10.2251,5.4709900000000005
chr11:5374672-5374673,23.8453,2.48481,1.64641,4.87983,11.6519,1.8011,3.26657,4.56354,0.922652
chr11:5374683-5374684,24.1036,2.53039,1.79834,5.03177,11.7279,1.7859099999999999,3.23619,4.47238,0.937845
chr11:5391290-5391291,228.238,114.101,2.69061,13.1174,24.0663,11.3191,19.6975,9.743089999999999,5.8453
chr11:5391293-5391294,228.15900000000002,114.66,2.67403,13.0221,24.1657,11.3398,19.7182,9.70994,5.83702
chr11:5391300-5391301,227.975,115.965,2.63536,12.7997,24.3978,11.3881,19.7666,9.6326,5.81768
chr11:5402129-5402130,192.178,74.73899999999999,6.2099400000000005,9.00276,17.721,6.62017,11.3039,7.66989,3.89088
chr11:5402137-5402138,199.946,76.6837,6.2651900000000005,9.11326,17.9862,6.46547,11.4033,7.60359,3.80249
chr11:5402196-5402197,211.767,80.8135,5.33702,9.270719999999999,17.8536,5.5400599999999995,10.9475,7.16436,2.92818
chr11:5402198-5402199,211.167,80.6727,5.29282,9.256910000000001,17.8149,5.50967,10.9116,7.15884,2.89779
chr11:5402207-5402208,208.47,80.0387,5.09392,9.19475,17.6409,5.37293,10.75,7.13398,2.76105
chr11:5497629-5497630,85.1934,62.7348,0.5690609999999999,7.77348,16.9378,3.46409,6.86188,11.5953,6.258290000000001
chr11:5497655-5497656,90.7224,62.674,0.7693369999999999,7.25552,17.6478,3.6892300000000002,7.44613,12.5014,6.519340000000001
chr11:5497670-5497671,90.721,61.6713,0.969613,6.95028,17.826,3.74724,7.75691,12.8301,6.65884
chr11:5497673-5497674,90.57600000000001,61.4309,1.01519,6.88812,17.855,3.7555199999999997,7.81906,12.8881,6.68785
chr11:5497690-5497691,89.7541,60.0691,1.27348,6.535909999999999,18.0193,3.80249,8.17127,13.2169,6.85221
chr11:5497691-5497692,89.5166,59.9613,1.28867,6.52072,18.0124,3.79834,8.182319999999999,13.2169,6.86188
chr11:5552459-5552460,10.1326,3.27624,1.19061,0.904696,1.6022100000000001,6.84116,1.13812,2.73343,2.73343
chr11:5552460-5552461,10.2044,3.28453,1.19337,0.901934,1.59669,6.86602,1.14641,2.74448,2.74171
chr11:5602227-5602228,19.3108,4.0911599999999995,1.3522100000000001,2.4323200000000003,6.31768,1.59669,6.21823,3.68785,2.8950299999999998
chr11:5602230-5602231,19.8163,4.07459,1.3605,2.50276,6.32182,1.58425,6.2430900000000005,3.69613,2.90331
chr11:5602231-5602232,19.9848,4.0690599999999995,1.3632600000000001,2.52624,6.3232,1.5801100000000001,6.25138,3.6989,2.9060799999999998
chr11:5602262-5602263,25.1354,3.76381,1.3922700000000001,3.27486,6.46547,1.52486,6.53867,3.7721,2.95718
chr11:5602308-5602309,33.2293,3.04006,1.4309399999999999,4.62293,6.79696,1.72652,6.98343,3.70856,2.9323200000000003
chr11:5602341-5602342,37.6934,2.63122,1.51934,5.5690599999999995,6.93232,2.04282,7.12017,3.61602,2.84254
chr11:5602344-5602345,37.8964,2.6105,1.52762,5.62707,6.93646,2.07182,7.11602,3.59945,2.83425
chr11:5602346-5602347,38.0318,2.59669,1.53315,5.66575,6.93923,2.09116,7.11326,3.5884,2.8287299999999997
chr11:5602348-5602349,38.1671,2.58287,1.53867,5.70442,6.94199,2.1105,7.1105,3.57735,2.8232
chr11:5602354-5602355,38.5732,2.54144,1.55525,5.8204400000000005,6.95028,2.16851,7.10221,3.5442,2.8066299999999997
chr11:5602375-5602376,38.8453,2.5732,1.65746,6.09392,6.89088,2.32735,6.89641,3.38398,2.7265200000000003
chr11:5602377-5602378,38.836999999999996,2.58149,1.66851,6.11602,6.8826,2.34116,6.87155,3.3674,2.71823
chr11:5602379-5602380,38.8287,2.5897799999999997,1.67956,6.13812,6.87431,2.3549700000000002,6.84669,3.35083,2.70994
chr11:5602387-5602388,38.7956,2.6229299999999998,1.72376,6.22652,6.84116,2.4102200000000003,6.74724,3.28453,2.6768
chr11:5602394-5602395,38.518,2.67956,1.7679599999999998,6.25967,6.81215,2.44751,6.64365,3.2265200000000003,2.64779
chr11:5612971-5612972,36.0635,3.5386699999999998,1.27348,3.47928,8.60773,3.89503,3.8218199999999998,3.9613300000000002,2.4047
chr11:5613011-5613012,39.8467,4.78867,1.49171,3.04006,8.175410000000001,4.041440000000001,3.55663,4.37155,2.45994
chr11:5613018-5613019,39.7693,5.030390000000001,1.52072,2.97238,8.04006,4.002759999999999,3.54696,4.4295599999999995,2.46961
chr11:5613019-5613020,39.7583,5.06492,1.52486,2.96271,8.020719999999999,3.99724,3.54558,4.43785,2.47099
chr11:5613021-5613022,39.7362,5.13398,1.53315,2.9433700000000003,7.98204,3.98619,3.54282,4.45442,2.47376
chr11:5613022-5613023,39.7251,5.1685099999999995,1.53729,2.9337,7.96271,3.98066,3.54144,4.4627099999999995,2.47514
chr11:5613023-5613024,39.7141,5.2030400000000006,1.54144,2.92403,7.94337,3.97514,3.54006,4.4709900000000005,2.4765200000000003
chr11:5613025-5613026,39.692,5.2721,1.54972,2.9047,7.9047,3.96409,3.53729,4.48757,2.4792799999999997
chr11:5613026-5613027,39.6809,5.30663,1.55387,2.8950299999999998,7.88536,3.95856,3.53591,4.4958599999999995,2.48066
chr11:5613029-5613030,39.6478,5.41022,1.5663,2.8660200000000002,7.82735,3.94199,3.53177,4.52072,2.48481
chr11:5613030-5613031,39.6367,5.44475,1.57044,2.85635,7.80801,3.93646,3.53039,4.5290099999999995,2.48619
chr11:5617936-5617937,647.4159999999999,7.38122,17.5511,26.4282,21.4558,62.6436,33.4337,34.7431,42.0276
chr11:5617945-5617946,667.6519999999999,7.57735,18.8343,27.3522,21.7956,65.3508,34.0635,35.9365,42.8301
chr11:5617972-5617973,707.623,8.1174,22.8108,29.6685,22.9088,72.5055,35.4116,38.7403,44.7293
chr11:5617982-5617983,719.405,8.324589999999999,24.4268,30.4834,23.3785,75.2127,35.8536,39.7072,45.4613
chr11:5618025-5618026,713.809,8.78453,29.4765,32.0069,24.8439,82.9972,36.3729,41.6257,47.5497
chr11:5618033-5618034,706.4169999999999,8.839780000000001,30.3052,32.0622,25.087,84.1796,36.3508,41.7914,47.8812
chr11:5618043-5618044,695.515,8.89227,31.1671,32.0276,25.3619,85.384,36.2776,41.8743,48.221000000000004
chr11:5618044-5618045,694.0369999999999,8.89365,31.2127,32.0,25.3826,85.4406,36.2597,41.8536,48.2376
chr11:5618045-5618046,692.559,8.89503,31.2583,31.9724,25.4033,85.4972,36.2417,41.8329,48.2541
chr11:5621680-5621681,468.906,125.898,6.9489,8.40884,21.3398,19.4572,23.2196,5.8674,8.691989999999999
chr11:5621703-5621704,512.535,133.84,7.39503,8.763810000000001,22.308000000000003,20.7859,24.2997,6.80939,9.486189999999999
chr11:5621704-5621705,514.08,134.102,7.41022,8.77624,22.3453,20.8329,24.3329,6.85635,9.520719999999999
chr11:5621705-5621706,515.626,134.365,7.42541,8.78867,22.3826,20.8798,24.366,6.90331,9.55525
chr11:5621706-5621707,517.1709999999999,134.627,7.44061,8.8011,22.4199,20.9268,24.3992,6.95028,9.589780000000001
chr11:5621715-5621716,526.722,135.945,7.51934,8.87983,22.7307,21.2666,24.5649,7.51381,9.91713
chr11:5621719-5621720,529.999,136.298,7.54144,8.90746,22.8633,21.3992,24.6091,7.79558,10.0663
chr11:5621766-5621767,533.4630000000001,133.916,7.40055,9.00414,24.0069,22.3315,24.1644,11.017999999999999,11.7638
chr11:5621767-5621768,532.239,133.606,7.3826,8.99724,24.0221,22.3315,24.1202,11.087,11.797
chr11:5621768-5621769,531.015,133.297,7.36464,8.99033,24.0373,22.3315,24.076,11.1561,11.8301
chr11:5621770-5621771,528.568,132.678,7.32873,8.976519999999999,24.0677,22.3315,23.9876,11.2942,11.8964
chr11:5621779-5621780,517.554,129.894,7.16713,8.91436,24.2044,22.3315,23.5898,11.9157,12.1948
chr11:5646401-5646402,58.7624,5.51657,1.41575,3.28315,9.40193,2.57735,7.57597,4.33702,3.13122
chr11:5646404-5646405,58.0083,5.54972,1.4116,3.2375700000000003,9.37707,2.56077,7.64227,4.2872900000000005,3.14365
chr11:5646405-5646406,57.7569,5.56077,1.41022,3.22238,9.368780000000001,2.55525,7.66436,4.27072,3.14779
chr11:5646406-5646407,57.5055,5.57182,1.4088399999999999,3.20718,9.3605,2.54972,7.68646,4.2541400000000005,3.15193
chr11:5672161-5672162,104.854,1.70304,1.39641,9.029010000000001,11.5401,10.0704,4.5290099999999995,4.4930900000000005,4.9530400000000006
chr11:5672175-5672176,104.98899999999999,1.6256899999999999,1.22238,9.37707,11.2887,10.0124,4.66436,4.280390000000001,5.0884
chr11:5672223-5672224,96.9834,1.62017,0.625691,9.90193,10.5304,9.469610000000001,5.0511,3.79144,5.2279
chr11:5672233-5672234,93.3923,1.6754099999999998,0.5013810000000001,9.8605,10.4061,9.27624,5.0925400000000005,3.73619,5.18646
chr11:5672253-5672254,85.2224,1.82182,0.324586,9.580110000000001,10.2472,8.8895,5.1035900000000005,3.7334300000000002,4.9958599999999995
chr11:5672258-5672259,83.04700000000001,1.86326,0.290055,9.48343,10.2196,8.792819999999999,5.09669,3.74724,4.9337
chr11:5686629-5686630,145.686,7.94475,2.1491700000000002,21.8936,16.9876,30.2707,11.5939,9.83564,7.94475
chr11:5686631-5686632,145.416,7.93923,2.15193,22.0124,16.9903,30.1823,11.6133,9.83564,7.92541
chr11:5686632-5686633,145.28,7.93646,2.15331,22.0718,16.9917,30.1381,11.6229,9.83564,7.91575
chr11:5686633-5686634,145.145,7.9337,2.1547,22.1312,16.9931,30.0939,11.6326,9.83564,7.90608
chr11:5686860-5686861,56.3798,4.469609999999999,3.20856,22.7693,12.5925,18.471,8.29006,10.6105,6.08564
chr11:5686861-5686862,56.4503,4.458559999999999,3.23343,22.732,12.5829,18.4282,8.30387,10.6091,6.08564
chr11:5686869-5686870,57.0138,4.37017,3.43232,22.4337,12.5055,18.0856,8.41436,10.5981,6.08564
chr11:5686888-5686889,58.3522,4.16022,3.9047,21.7251,12.3218,17.2721,8.6768,10.5718,6.08564
chr11:5705044-5705045,94.1575,4.99033,0.26243099999999997,7.77348,9.29834,2.2292799999999997,8.14227,5.8093900000000005,3.48204
chr11:5705058-5705059,95.6077,5.0483400000000005,0.339779,7.38674,9.56906,2.2486200000000003,8.064919999999999,5.8674,3.1339799999999998
chr11:5705060-5705061,95.6547,5.05663,0.35497199999999995,7.32459,9.61326,2.25552,8.0511,5.87155,3.08287
chr11:5705062-5705063,95.5414,5.06492,0.374309,7.25552,9.662980000000001,2.26657,8.03453,5.87155,3.03039
chr11:5705063-5705064,95.4848,5.0690599999999995,0.38397800000000004,7.22099,9.68785,2.2721,8.02624,5.87155,3.00414
chr11:5705065-5705066,95.3715,5.07735,0.40331500000000003,7.15193,9.73757,2.28315,8.00967,5.87155,2.95166
chr11:5705067-5705068,95.2583,5.08564,0.422652,7.08287,9.787289999999999,2.2942,7.99309,5.87155,2.8991700000000002
chr11:5705068-5705069,95.2017,5.08978,0.43232,7.04834,9.81215,2.29972,7.98481,5.87155,2.8729299999999998
chr11:5705076-5705077,94.7486,5.12293,0.5096689999999999,6.7721,10.011000000000001,2.3439200000000002,7.91851,5.87155,2.66298
chr11:5705086-5705087,94.1823,5.16436,0.606354,6.4268,10.2597,2.3991700000000002,7.83564,5.87155,2.40055
chr11:5705099-5705100,92.1533,5.1809400000000005,0.7320439999999999,6.002759999999999,10.5704,2.49586,7.75276,5.84669,2.08425
chr11:5705100-5705101,91.95299999999999,5.1809400000000005,0.741713,5.9709900000000005,10.5939,2.50414,7.74724,5.84392,2.06077
chr11:5705111-5705112,89.4406,5.1809400000000005,0.8563540000000001,5.6132599999999995,10.8633,2.6008299999999998,7.68094,5.7942,1.80801
chr11:5705116-5705117,87.6657,5.1809400000000005,0.925414,5.4337,11.0083,2.6560799999999998,7.6395,5.7320400000000005,1.70442
chr11:5706017-5706018,291.431,96.9779,3.39088,16.6229,25.7514,34.0249,32.6091,20.5249,9.831489999999999
chr11:5706299-5706300,704.7280000000001,31.2804,13.3163,23.4434,25.1381,47.605,53.1381,20.6506,16.1519
chr11:5706300-5706301,706.711,31.1809,13.3343,23.4309,25.1312,47.6588,53.1506,20.6188,16.1436
chr11:5706302-5706303,710.678,30.982,13.3702,23.4061,25.1174,47.7666,53.1754,20.5552,16.1271
chr11:5706303-5706304,712.6619999999999,30.8826,13.3881,23.3936,25.1105,47.8204,53.1878,20.5235,16.1188
chr11:5706336-5706337,755.068,26.8177,13.2348,22.4986,24.5843,48.442,52.6657,18.8785,15.3605
chr11:5706339-5706340,758.457,26.4323,13.2058,22.4075,24.5304,48.4751,52.5994,18.7169,15.2818
chr11:5706354-5706355,762.681,25.2403,12.7514,21.8163,24.1644,48.6796,52.0359,17.9669,14.7914
chr11:5706355-5706356,762.9019999999999,25.1644,12.7196,21.7762,24.1395,48.6934,51.9972,17.9171,14.7583
chr11:5706357-5706358,763.3439999999999,25.0124,12.6561,21.6961,24.0898,48.721000000000004,51.9199,17.8177,14.692
chr11:5706360-5706361,762.692,24.7528,12.5345,21.5608,24.0014,48.7141,51.7583,17.6464,14.5801
chr11:5706370-5706371,751.753,23.6754,11.9544,21.0083,23.6146,48.3688,50.9157,16.9282,14.1243
chr11:5706373-5706374,748.471,23.3522,11.7804,20.8425,23.4986,48.2652,50.663000000000004,16.7127,13.9876
chr11:5706377-5706378,744.095,22.9213,11.5483,20.6215,23.3439,48.1271,50.326,16.4254,13.8052
chr11:5711590-5711591,25.5663,6.11188,2.1381200000000002,7.66851,16.4475,2.30939,12.3191,3.5165699999999998,2.3881200000000002
chr11:5711611-5711612,26.221,6.219609999999999,2.08011,8.20166,16.5552,2.52624,12.2113,3.57735,2.3770700000000002
chr11:5711615-5711616,26.4807,6.225140000000001,2.06906,8.3232,16.5608,2.59254,12.2058,3.59392,2.3549700000000002
chr11:5711621-5711622,26.8702,6.23343,2.05249,8.505519999999999,16.5691,2.69199,12.1975,3.61878,2.32182
chr11:5712174-5712175,44.2072,1.9930900000000003,1.06768,10.8591,19.9406,7.52486,10.3232,6.252759999999999,5.2983400000000005
chr11:5712175-5712176,44.0856,1.9972400000000001,1.06077,10.8605,19.9268,7.49448,10.3149,6.2569099999999995,5.30663
chr11:5712590-5712591,25.0166,3.54282,3.3826,5.2969599999999994,20.7721,7.05387,10.7831,5.76657,4.8163
chr11:5712655-5712656,32.3039,3.55939,5.3632599999999995,7.39641,18.3439,10.0249,11.2749,6.02072,5.91575
chr11:5712689-5712690,33.116,3.33564,6.26657,8.200280000000001,16.8854,11.3149,11.2445,6.06768,6.1837
chr11:5733815-5733816,17.8936,27.3909,2.0884,3.60221,8.70856,1.51657,9.32873,3.9489,2.0676799999999997
chr11:5733838-5733839,19.9268,31.3619,1.77072,3.72928,8.486189999999999,1.64365,9.265189999999999,3.79006,2.2265200000000003
chr11:5733885-5733886,22.6892,37.5276,1.19337,4.1588400000000005,8.04834,1.81492,8.831489999999999,3.7334300000000002,2.56077
chr11:5735059-5735060,22.3384,1.25,2.20718,1.88812,7.10912,1.3453,1.78315,5.16436,2.37845
chr11:5735060-5735061,22.5,1.25967,2.20856,1.88674,7.08564,1.35083,1.7748599999999999,5.17265,2.3660200000000002
chr11:5735066-5735067,23.4696,1.31768,2.21685,1.87845,6.94475,1.38398,1.7251400000000001,5.22238,2.29144
chr11:5735069-5735070,23.9544,1.34669,2.22099,1.87431,6.87431,1.40055,1.70028,5.247240000000001,2.25414
chr11:5735072-5735073,24.4392,1.3756899999999999,2.22514,1.87017,6.80387,1.41713,1.6754099999999998,5.2721,2.21685
chr11:5735107-5735108,29.4613,1.73757,2.29696,1.79834,6.05249,1.58702,1.43232,5.53867,1.78177
chr11:5735108-5735109,29.5856,1.74862,2.29972,1.79558,6.03315,1.5911600000000001,1.4268,5.54558,1.7693400000000001
chr11:5735110-5735111,29.8066,1.77624,2.30249,1.7900599999999998,5.997240000000001,1.59945,1.4198899999999999,5.56492,1.74448
chr11:5735117-5735118,30.4834,1.8922700000000001,2.30249,1.77072,5.88122,1.62845,1.41022,5.65193,1.65746
chr11:5735127-5735128,31.4503,2.05801,2.30249,1.7430900000000003,5.71547,1.66989,1.39641,5.7762400000000005,1.53315
chr11:5735168-5735169,33.3439,2.7624299999999997,2.1616,1.62983,5.37017,1.77624,1.50552,6.2969599999999994,1.15193
chr11:5735189-5735190,33.0539,3.16851,2.01657,1.57182,5.31215,1.77624,1.67956,6.64503,1.00691
chr11:5735194-5735195,32.7583,3.2486200000000003,1.9820400000000002,1.56354,5.3314900000000005,1.77624,1.7320400000000002,6.72238,0.98895
chr11:5829874-5829875,219.15200000000002,98.8039,6.81906,5.50552,34.5511,5.6353599999999995,11.1699,8.13536,6.77486
chr11:5829885-5829886,218.77200000000002,99.2597,6.92541,5.49033,35.0069,5.80249,11.413,8.241710000000001,6.65331
chr11:5829887-5829888,218.703,99.3425,6.94475,5.48757,35.0898,5.83287,11.4572,8.26105,6.63122
chr11:5831808-5831809,76.2624,3.8232,3.12017,11.232000000000001,11.6616,16.6381,8.66436,15.1519,11.0566
chr11:5831815-5831816,78.1202,3.92956,3.16436,11.116,11.7569,16.9378,8.690610000000001,15.3771,11.1381
chr11:5831826-5831827,80.9461,4.09669,3.22514,10.9185,11.9088,17.3936,8.720989999999999,15.7265,11.2597
chr11:5831827-5831828,81.203,4.11188,3.23066,10.9006,11.9227,17.4351,8.72376,15.7583,11.2707
chr11:5831829-5831830,81.7169,4.14227,3.24171,10.8646,11.9503,17.518,8.729280000000001,15.8218,11.2928
chr11:5831864-5831865,86.1699,4.541440000000001,3.26796,10.0939,12.2735,18.3936,8.678180000000001,16.5207,11.4213
chr19:12936453-12936454,75.0497,46.7182,1.30663,5.9599400000000005,62.3163,2.76105,16.9337,10.4282,5.8093900000000005
chr19:12936454-12936455,75.5235,46.9047,1.29834,5.94751,62.482,2.76796,16.9627,10.4199,5.8301099999999995
chr19:12936478-12936479,87.6547,51.511,1.1256899999999999,5.780390000000001,66.0138,2.9337,17.7113,10.2472,6.37983
chr19:12936520-12936521,104.152,57.1146,1.0732,5.91436,69.1657,3.19751,18.6077,10.0097,7.18094
chr19:12943417-12943418,404.772,131.376,18.6119,12.4475,77.4558,26.5511,66.029,18.9517,15.9254
chr19:12943522-12943523,551.442,201.595,24.5359,12.1326,76.9075,28.2196,70.9959,16.0483,15.3425
chr19:12943524-12943525,552.326,202.81400000000002,24.4834,12.116,76.8688,28.2362,70.971,15.9848,15.3066
chr19:12949227-12949228,494.097,188.43400000000003,3.32873,11.3674,107.669,13.6202,55.2486,11.9544,12.9296
chr19:12952075-12952076,203.82,12.4061,4.71133,11.8301,44.6575,10.0967,24.9475,15.2376,9.39503
chr19:12952087-12952088,203.52200000000002,12.6713,4.57873,11.4655,45.1713,10.2956,24.3177,14.9392,9.162980000000001
chr19:12952088-12952089,203.497,12.6934,4.56768,11.4351,45.2141,10.3122,24.2652,14.9144,9.14365
chr19:12952181-12952182,146.757,14.4876,3.14088,8.56906,45.1395,9.60773,20.3715,13.9903,7.86188
chr19:12952182-12952183,145.894,14.4959,3.12155,8.53867,45.1133,9.5884,20.3232,13.9959,7.84392
chr19:12958543-12958544,495.278,226.072,17.837,9.78315,76.3729,8.75967,38.2652,16.8315,14.0663
chr19:12958599-12958600,584.547,243.541,17.3536,11.0041,79.5331,8.574589999999999,40.9945,16.8246,15.5732
chr19:12967654-12967655,43.8826,8.2721,7.97376,8.71823,13.1064,44.1602,43.011,23.413,19.0249
chr19:12967664-12967665,43.9655,8.57597,7.87707,8.5663,13.0511,43.6906,43.0456,23.5856,18.6174
chr19:12979772-12979773,118.75299999999999,6.9116,6.83287,11.4862,17.5483,8.124310000000001,6.3204400000000005,4.84945,2.25
chr19:12979781-12979782,122.209,7.02348,7.11878,11.6478,17.2376,8.14917,6.2458599999999995,4.9116,2.27486
chr19:12979824-12979825,127.09899999999999,7.8232,7.74033,12.0138,15.7224,7.92403,6.30663,5.07873,2.6229299999999998
chr19:12983903-12983904,197.204,10.0152,56.6975,7.55387,22.4972,8.11326,24.2514,10.2127,5.9558
chr19:12983943-12983944,217.39,9.397789999999999,57.3964,7.56215,23.0414,8.37293,24.7058,11.1022,6.002759999999999
chr19:12983947-12983948,218.019,9.314919999999999,57.0318,7.54006,23.0746,8.40055,24.6782,11.1851,6.019340000000001
chr19:12983954-12983955,219.122,9.169889999999999,56.3936,7.50138,23.1326,8.4489,24.6298,11.3301,6.0483400000000005
chr19:12994637-12994638,320.41200000000003,19.8564,19.1022,18.7776,45.5,28.4793,77.8356,21.7762,19.1174
chr19:12994639-12994640,323.865,19.9613,19.3315,18.8273,45.6989,28.5787,78.23899999999999,21.8204,19.2528
chr19:12994641-12994642,327.01099999999997,20.0442,19.5345,18.8702,45.8702,28.6478,78.5829,21.8591,19.3757
chr19:12994642-12994643,328.431,20.0746,19.6229,18.8881,45.942,28.6671,78.7251,21.8757,19.4309
chr19:12994643-12994644,329.851,20.105,19.7113,18.9061,46.0138,28.6865,78.8674,21.8923,19.4862
chr19:12994644-12994645,331.27099999999996,20.1354,19.7997,18.924,46.0856,28.7058,79.0097,21.9088,19.5414
chr19:12994645-12994646,332.691,20.1657,19.8881,18.942,46.1575,28.7251,79.1519,21.9254,19.5967
chr19:12994688-12994689,387.37699999999995,21.191999999999997,23.1685,19.2735,49.5262,29.0359,84.6285,22.558000000000003,22.0925
chr19:12994731-12994732,401.01099999999997,21.1257,23.9171,18.4047,52.3992,27.6506,85.7528,22.6561,23.4931
chr19:12994737-12994738,400.961,21.0677,23.9254,18.2307,52.7804,27.3936,85.7362,22.6395,23.6423
chr19:12994739-12994740,400.945,21.0483,23.9282,18.1727,52.9075,27.308000000000003,85.7307,22.634,23.691999999999997
chr19:12994745-12994746,397.73199999999997,20.9351,23.7914,17.971,53.2058,27.0718,85.4655,22.6036,23.7376
chr19:12994748-12994749,395.809,20.8729,23.7086,17.8674,53.3467,26.9558,85.30799999999999,22.587,23.75
chr19:12994749-12994750,395.16900000000004,20.8522,23.6809,17.8329,53.3936,26.9171,85.2555,22.5815,23.7541
chr19:12994750-12994751,394.528,20.8315,23.6533,17.7983,53.4406,26.8785,85.20299999999999,22.576,23.7583
chr19:12995912-12995913,1447.61,32.8771,159.173,13.442,88.2265,21.9682,80.6188,23.4075,32.8577
chr19:12995916-12995917,1464.88,33.2362,160.504,13.4475,88.5028,22.3494,81.1713,23.5787,32.9627
chr19:12995970-12995971,1645.49,38.6022,171.396,13.8923,92.6878,26.7638,87.6823,25.9227,34.3384
chr19:12996079-12996080,1577.99,58.4088,130.912,17.1575,105.206,28.7099,95.337,30.2265,33.7831
chr19:12996126-12996127,1374.71,67.5718,101.225,18.6008,108.084,26.9475,93.7831,30.2182,32.6865
chr19:12996172-12996173,1129.56,75.1561,72.1326,19.5994,108.387,25.4019,88.7707,28.6934,31.3812
chr19:12996411-12996412,488.494,125.721,13.6146,21.576,120.772,23.9157,61.4185,19.779,21.7127
chr19:12996436-12996437,490.256,130.555,13.2348,21.3343,124.225,24.4682,61.7983,20.0552,20.5732
chr19:12996447-12996448,490.38300000000004,131.851,13.1354,21.1989,125.338,24.7403,62.0235,20.2638,20.1588
chr19:12996499-12996500,462.17400000000004,129.512,12.1602,20.4254,126.331,26.0249,62.3287,21.7362,18.5359
chr19:12996692-12996693,214.72799999999998,59.7334,4.4848099999999995,23.0691,116.478,37.0732,50.7956,19.4033,29.0677
chr19:12996698-12996699,212.648,58.4157,4.41022,23.2928,117.09100000000001,37.9019,50.5884,19.3204,29.7058
chr19:12996766-12996767,204.417,43.6367,3.57044,27.0677,127.302,50.3992,50.0207,20.924,38.1754
chr19:12996768-12996769,204.93599999999998,43.2583,3.55387,27.2528,127.74700000000001,50.9102,50.1008,21.0594,38.4848
chr19:12996819-12996820,219.055,34.8522,3.22514,32.1229,138.18,63.2141,53.0276,25.1229,46.1174
chr19:12997144-12997145,721.836,18.8577,32.1478,135.51,248.852,306.689,103.671,88.3246,147.981
chr19:12997258-12997259,669.117,19.6119,31.2224,136.52200000000002,229.86,306.492,93.48899999999999,90.3066,150.785
chr19:12997523-12997524,191.852,16.0166,6.6616,29.3909,111.31200000000001,77.5,43.7072,27.9351,42.8798
chr19:12997530-12997531,193.351,15.7942,6.65193,28.8301,111.602,75.1796,43.1271,27.3356,41.2459
chr19:12997540-12997541,195.49200000000002,15.4765,6.63812,28.029,112.01700000000001,71.8646,42.2983,26.4793,38.9116
