0,a08859b52858-Hudep2_ATAC,fe8785968662-Hudep2_D3_merged_CTCF.all,b0da11c1df50-Hudep2_BCL11A,ba7834bdcc8e-Hudep2_D0_GATA1.all,b5e088a81c17-HUDEP2_LRF_CHIP,841dcfc50d9a-Hudep2_D3_merged_GATA1.all,f746e066cca0-Hudep2_D3_merged_KLF1.all,922003c4a54d-Hudep2_D3_merged_LDB1.all,9a15e4413613-Hudep2_D3_merged_TAL1.all
chr11:5319067-5319068,135.3,6.25495,12.0817,16.5817,13.5297,13.9455,10.9629,14.2252,6.56683
chr11:5319069-5319070,136.171,6.2698,12.0916,16.5916,13.505,14.0099,10.9728,14.1807,6.53218
chr11:5319105-5319106,148.861,6.5,11.9579,16.4876,13.2178,15.1708,11.1386,13.3317,5.94554
chr11:5319291-5319292,84.4282,6.43564,3.21287,6.18317,15.5842,14.2426,11.0842,8.38119,7.43317
chr11:5319302-5319303,84.2748,6.50495,3.12624,5.84158,15.6213,13.7302,11.1436,8.00248,7.45545
chr11:5319303-5319304,84.4604,6.50743,3.12624,5.82921,15.6213,13.6782,11.151,7.95792,7.440589999999999
chr11:5319417-5319418,94.7153,6.1534699999999996,3.5420800000000003,5.0,15.8985,7.7995,10.7624,4.08663,5.20297
chr11:5325062-5325063,813.498,9.37376,18.3317,96.8045,22.3441,87.0025,43.0198,40.7723,26.651
chr11:5325063-5325064,811.191,9.37376,18.3094,96.7426,22.3515,86.8564,43.0025,40.7748,26.6733
chr11:5325065-5325066,806.577,9.37376,18.2649,96.6188,22.3663,86.5644,42.9678,40.7797,26.7178
chr11:5325094-5325095,739.676,9.37376,17.6188,94.8243,22.5817,82.3292,42.4653,40.8515,27.3639
chr11:5325104-5325105,708.446,9.32673,17.2054,93.1609,22.5743,80.4332,42.0297,40.4876,27.354
chr11:5325129-5325130,612.344,9.07921,15.6584,86.2302,22.3267,74.8639,40.2351,38.5074,26.6114
chr11:5325130-5325131,608.5,9.06931,15.5965,85.95299999999999,22.3168,74.6411,40.1634,38.4282,26.5817
chr11:5330269-5330270,27.2426,6.849010000000001,1.40099,6.50248,8.07673,9.86386,5.5396,9.32426,4.24752
chr11:5369965-5369966,399.287,4.45545,5.91337,12.1312,29.6708,11.7079,16.2525,10.2797,5.36634
chr11:5369977-5369978,404.366,4.51485,5.94307,12.0421,29.046999999999997,11.6782,16.1634,10.3985,5.45545
chr11:5369979-5369980,405.213,4.52475,5.94802,12.0272,28.9431,11.6733,16.1485,10.4183,5.4703
chr11:5374672-5374673,26.146,2.4306900000000002,1.6559400000000002,4.96287,11.9035,1.8737599999999999,3.5099,4.53713,0.819307
chr11:5374683-5374684,26.5272,2.45792,1.79208,5.12624,12.0396,1.8737599999999999,3.45545,4.37376,0.792079
chr11:5391290-5391291,248.658,120.18799999999999,2.79703,13.6361,24.8441,11.7351,19.7772,9.84653,5.89851
chr11:5391293-5391294,250.255,121.465,2.78218,13.5545,25.0446,11.8168,19.8069,9.81683,5.89109
chr11:5391300-5391301,253.40099999999998,124.354,2.74257,13.3342,25.505,11.9926,19.8787,9.73762,5.87129
chr11:5402129-5402130,203.27,78.0866,6.5,9.21287,18.2104,6.75495,11.6906,7.68317,4.07921
chr11:5402137-5402138,211.923,80.5025,6.5,9.37129,18.3688,6.655939999999999,11.8094,7.564360000000001,4.0
chr11:5402196-5402197,238.545,86.7649,5.91832,9.73762,18.6238,5.45792,11.5322,6.91337,2.94802
chr11:5402198-5402199,239.09900000000002,86.8688,5.89356,9.742569999999999,18.6238,5.41337,11.5124,6.893560000000001,2.90842
chr11:5402207-5402208,231.787,85.1658,5.56436,9.59406,18.3292,5.24257,11.2104,6.896039999999999,2.72277
chr11:5497629-5497630,92.9381,65.2178,0.398515,7.863860000000001,17.5718,3.66584,6.93317,12.0421,6.14851
chr11:5497655-5497656,100.49,65.1386,0.586634,7.111389999999999,18.5074,3.87624,7.613860000000001,13.2203,6.33663
chr11:5497670-5497671,98.9678,63.5792,0.8094060000000001,6.7401,18.5446,3.87624,7.910889999999999,13.4802,6.559410000000001
chr11:5497673-5497674,98.6634,63.2673,0.85396,6.665839999999999,18.552,3.87624,7.9703,13.5322,6.603960000000001
chr11:5497690-5497691,96.9381,61.5,1.1064399999999999,6.24505,18.5941,3.87624,8.30693,13.8267,6.856439999999999
chr11:5497691-5497692,96.8366,61.396,1.12129,6.2203,18.5965,3.87624,8.32673,13.8441,6.871289999999999
chr11:5552459-5552460,11.1881,3.12129,1.29703,0.851485,1.5297,7.4604,0.972772,2.62129,2.79703
chr11:5552460-5552461,11.2599,3.13366,1.30198,0.84901,1.5198,7.48267,0.9826729999999999,2.63366,2.80198
chr11:5602227-5602228,17.7129,4.41584,1.44307,2.12129,6.27475,1.42079,6.02723,3.63861,2.94307
chr11:5602230-5602231,18.2475,4.39356,1.4505,2.18812,6.30446,1.3985100000000001,6.05693,3.6534699999999996,2.9505
chr11:5602231-5602232,18.4257,4.38614,1.45297,2.2104,6.31436,1.39109,6.06683,3.6584199999999996,2.95297
chr11:5602262-5602263,24.745,3.96535,1.4678200000000001,3.09901,6.56188,1.31436,6.4703,3.8118800000000004,3.0
chr11:5602308-5602309,34.995,2.95297,1.37624,4.7797,6.79455,1.60891,7.18812,3.9331699999999996,2.97772
chr11:5602341-5602342,40.2228,2.2995,1.37624,5.84158,6.95792,2.01733,7.43317,3.6881199999999996,2.89604
chr11:5602344-5602345,40.698,2.2401,1.37624,5.93812,6.97277,2.0544599999999997,7.45545,3.66584,2.88861
chr11:5602346-5602347,41.0149,2.2005,1.37624,6.00248,6.98267,2.07921,7.4703,3.65099,2.88366
chr11:5602348-5602349,41.3317,2.16089,1.37624,6.06683,6.99257,2.10396,7.48515,3.63614,2.87871
chr11:5602354-5602355,41.651,2.12871,1.41089,6.19307,7.0099,2.18317,7.4505,3.57921,2.85149
chr11:5602375-5602376,41.8589,2.12871,1.56683,6.50495,7.06188,2.44307,7.24257,3.37129,2.74752
chr11:5602377-5602378,41.8787,2.12871,1.58168,6.53465,7.06683,2.46782,7.22277,3.35149,2.73762
chr11:5602379-5602380,41.8985,2.12871,1.59653,6.564360000000001,7.07178,2.49257,7.20297,3.3316800000000004,2.72772
chr11:5602387-5602388,41.9777,2.12871,1.6559400000000002,6.68317,7.09158,2.59158,7.123760000000001,3.25248,2.68812
chr11:5602394-5602395,42.047,2.12871,1.70792,6.78713,7.108910000000001,2.67822,7.054460000000001,3.18317,2.65347
chr11:5612971-5612972,38.255,3.37871,1.2871299999999999,3.5866300000000004,8.71535,4.21287,3.78465,4.07178,2.3044599999999997
chr11:5613011-5613012,43.1906,4.81188,1.55693,3.17079,8.32178,4.38119,3.4430699999999996,4.55693,2.43317
chr11:5613018-5613019,43.1733,5.07178,1.59158,3.0495,8.21782,4.31188,3.4084199999999996,4.59158,2.46782
chr11:5613019-5613020,43.1708,5.10891,1.59653,3.03218,8.20297,4.30198,3.4034699999999996,4.5965300000000004,2.47277
chr11:5613021-5613022,43.1658,5.18317,1.6064399999999999,2.99752,8.17327,4.28218,3.39356,4.60644,2.48267
chr11:5613022-5613023,43.1634,5.2203,1.6113899999999999,2.9802,8.15842,4.27228,3.38861,4.61139,2.48762
chr11:5613023-5613024,43.1609,5.25743,1.6163399999999999,2.96287,8.14356,4.26238,3.38366,4.61634,2.49257
chr11:5613025-5613026,43.1559,5.33168,1.62624,2.92822,8.11386,4.24257,3.37376,4.62624,2.50248
chr11:5613026-5613027,43.1535,5.36881,1.63119,2.91089,8.09901,4.23267,3.36881,4.63119,2.50743
chr11:5613029-5613030,43.146,5.4802,1.6460400000000002,2.85891,8.05446,4.20297,3.35396,4.64604,2.52228
chr11:5613030-5613031,43.1436,5.51733,1.6509900000000002,2.84158,8.0396,4.19307,3.34901,4.65099,2.52723
chr11:5617936-5617937,679.8539999999999,7.589110000000001,17.8144,27.0,21.5099,63.0495,34.1757,35.646,42.4208
chr11:5617945-5617946,707.99,7.856439999999999,19.5743,28.2252,21.9109,66.1238,34.9554,37.1832,43.2896
chr11:5617972-5617973,746.1410000000001,8.33663,23.8639,30.8366,22.9703,74.2723,36.2723,40.297,45.3218
chr11:5617982-5617983,756.3639999999999,8.48515,25.349,31.703000000000003,23.3416,77.1436,36.6683,41.3119,46.0149
chr11:5618025-5618026,748.3489999999999,8.94059,30.4233,33.495,25.0198,85.9208,37.1757,43.1757,48.1386
chr11:5618033-5618034,740.23,9.0,31.1757,33.5743,25.3366,87.0693,37.1163,43.1955,48.4158
chr11:5618043-5618044,730.082,9.07426,32.1163,33.6733,25.7327,88.505,37.0421,43.2203,48.7624
chr11:5618044-5618045,729.067,9.08168,32.2104,33.6832,25.7723,88.6485,37.0347,43.2228,48.797
chr11:5618045-5618046,728.052,9.08911,32.3045,33.6931,25.8119,88.7921,37.0272,43.2252,48.8317
chr11:5621680-5621681,497.21,131.77200000000002,7.34158,8.55941,21.453000000000003,19.755,24.2748,5.02228,8.12129
chr11:5621703-5621704,560.4580000000001,142.75,8.13614,9.03465,22.7673,21.296999999999997,25.7599,6.04208,8.97277
chr11:5621704-5621705,561.2719999999999,142.866,8.14109,9.04455,22.8069,21.3441,25.7649,6.11881,9.03218
chr11:5621705-5621706,562.087,142.983,8.14604,9.05446,22.8465,21.3911,25.7698,6.19554,9.09158
chr11:5621706-5621707,562.901,143.099,8.15099,9.06436,22.8861,21.4381,25.7748,6.27228,9.15099
chr11:5621715-5621716,570.23,144.14600000000002,8.19554,9.15347,23.2426,21.8614,25.8193,6.96287,9.68564
chr11:5621719-5621720,573.488,144.611,8.21535,9.19307,23.401,22.0495,25.8391,7.2698,9.92327
chr11:5621766-5621767,572.045,141.886,7.876239999999999,9.33168,24.6213,23.3243,25.0817,11.1163,12.3243
chr11:5621767-5621768,570.4580000000001,141.51,7.8465300000000004,9.32178,24.6213,23.3144,25.0272,11.2054,12.3589
chr11:5621768-5621769,568.871,141.134,7.81683,9.31188,24.6213,23.3045,24.9728,11.2946,12.3936
chr11:5621770-5621771,565.698,140.381,7.75743,9.29208,24.6213,23.2847,24.8639,11.4728,12.4629
chr11:5621779-5621780,551.418,136.995,7.4901,9.20297,24.6213,23.1955,24.3738,12.2748,12.7748
chr11:5646401-5646402,54.6931,5.52475,1.25248,3.2203,9.72277,2.25248,7.430689999999999,4.2203,3.13119
chr11:5646404-5646405,54.1733,5.56931,1.25248,3.16832,9.68564,2.25248,7.52723,4.16832,3.13861
chr11:5646405-5646406,54.0,5.58416,1.25248,3.15099,9.67327,2.25248,7.559410000000001,4.15099,3.14109
chr11:5646406-5646407,53.8267,5.59901,1.25248,3.13366,9.66089,2.25248,7.59158,4.13366,3.14356
chr11:5672161-5672162,113.277,1.4727700000000001,1.5173299999999998,9.49752,11.6139,10.4109,4.45297,4.2995,5.2005
chr11:5672175-5672176,113.243,1.43812,1.2401,9.94802,11.302,10.3069,4.69554,4.05693,5.44307
chr11:5672223-5672224,102.98299999999999,1.4925700000000002,0.457921,10.5693,10.3391,9.65347,5.2995,3.5668300000000004,5.63614
chr11:5672233-5672234,98.6757,1.54208,0.334158,10.495,10.1658,9.45545,5.37376,3.5420800000000003,5.53713
chr11:5672253-5672254,89.0817,1.67327,0.116337,10.2228,9.87871,9.02228,5.4604,3.5297,5.28218
chr11:5672258-5672259,85.8762,1.73515,0.10396,10.0248,9.87871,8.88614,5.41089,3.5668300000000004,5.15842
chr11:5686629-5686630,157.037,8.0495,2.2995,22.2129,17.4752,31.0941,12.2376,9.72772,8.25248
chr11:5686631-5686632,156.71,8.04455,2.29455,22.3366,17.4653,31.0,12.2624,9.71782,8.22772
chr11:5686632-5686633,156.547,8.04208,2.29208,22.3985,17.4604,30.953000000000003,12.2748,9.71287,8.21535
chr11:5686633-5686634,156.384,8.0396,2.2896,22.4604,17.4554,30.9059,12.2871,9.70792,8.20297
chr11:5686860-5686861,53.9752,4.2698,3.19307,22.7772,12.448,18.5272,8.06188,10.5272,5.83168
chr11:5686861-5686862,54.1361,4.2599,3.22277,22.745,12.4431,18.495,8.07921,10.5297,5.83911
chr11:5686869-5686870,55.4233,4.18069,3.4604,22.4876,12.4035,18.2376,8.21782,10.5495,5.89851
chr11:5686888-5686889,58.4802,3.9925699999999997,4.02475,21.8762,12.3094,17.6262,8.54703,10.5965,6.0396
chr11:5705044-5705045,102.104,5.09406,0.11138599999999999,8.25,9.01485,2.11386,8.05693,5.94307,3.7772300000000003
chr11:5705058-5705059,103.436,5.12624,0.212871,7.73267,9.40594,2.18812,7.95792,6.0198,3.2797
chr11:5705060-5705061,103.292,5.12624,0.232673,7.643560000000001,9.4703,2.20297,7.94802,6.02475,3.2005
chr11:5705062-5705063,103.149,5.12624,0.252475,7.554460000000001,9.53465,2.21782,7.93812,6.0297,3.12129
chr11:5705063-5705064,103.07700000000001,5.12624,0.262376,7.5099,9.56683,2.22525,7.93317,6.03218,3.08168
chr11:5705065-5705066,102.93299999999999,5.12624,0.28217800000000004,7.420789999999999,9.63119,2.2401,7.92327,6.03713,3.00248
chr11:5705067-5705068,102.79,5.12624,0.30198,7.33168,9.69554,2.25495,7.91337,6.04208,2.92327
chr11:5705068-5705069,102.71799999999999,5.12624,0.311881,7.28713,9.72772,2.26238,7.90842,6.04455,2.88366
chr11:5705076-5705077,102.14399999999999,5.12624,0.39108899999999996,6.930689999999999,9.98515,2.32178,7.868810000000001,6.06436,2.56683
chr11:5705086-5705087,101.426,5.12624,0.49009899999999995,6.48515,10.3069,2.39604,7.819310000000001,6.08911,2.17079
chr11:5705099-5705100,100.493,5.12624,0.618812,5.90594,10.7252,2.49257,7.75495,6.12129,1.6559400000000002
chr11:5705100-5705101,100.134,5.12624,0.636139,5.84901,10.7673,2.50743,7.74505,6.11634,1.61386
chr11:5705111-5705112,95.2327,5.1534699999999996,0.799505,5.41337,11.0396,2.58911,7.690589999999999,6.00743,1.39604
chr11:5705116-5705117,93.005,5.16584,0.873762,5.21535,11.1634,2.62624,7.665839999999999,5.95792,1.29703
chr11:5706017-5706018,302.46,102.366,3.3019800000000004,17.0619,26.255,34.698,32.7772,20.6361,9.90099
chr11:5706299-5706300,735.998,30.1163,14.4579,24.4876,25.7426,46.599,54.3366,21.2649,16.8663
chr11:5706300-5706301,739.552,29.9381,14.4901,24.4653,25.7302,46.6955,54.3589,21.2079,16.8515
chr11:5706302-5706303,743.403,29.7698,14.4752,24.3861,25.6807,46.8985,54.3441,21.1089,16.797
chr11:5706303-5706304,745.329,29.6856,14.4678,24.3465,25.6559,47.0,54.3366,21.0594,16.7698
chr11:5706336-5706337,808.8789999999999,26.9084,14.2228,23.0396,24.8391,50.349,54.0916,19.4257,15.8713
chr11:5706339-5706340,814.6560000000001,26.6559,14.2005,22.9208,24.7649,50.6535,54.0693,19.2772,15.7896
chr11:5706354-5706355,828.903,25.3119,13.8218,22.2054,24.3342,51.5446,53.5792,18.396,15.25
chr11:5706355-5706356,827.552,25.2203,13.7599,22.1436,24.2995,51.5074,53.4926,18.3218,15.198
chr11:5706357-5706358,824.8489999999999,25.0371,13.6361,22.0198,24.2302,51.4332,53.3193,18.1733,15.0941
chr11:5706360-5706361,820.795,24.7624,13.4505,21.8342,24.1262,51.3218,53.0594,17.9505,14.9381
chr11:5706370-5706371,807.28,23.8465,12.8317,21.2153,23.7797,50.9505,52.1931,17.2079,14.4183
chr11:5706373-5706374,803.225,23.5718,12.645999999999999,21.0297,23.6757,50.8391,51.9332,16.9851,14.2624
chr11:5706377-5706378,797.819,23.2054,12.3985,20.7822,23.5371,50.6906,51.5866,16.6881,14.0545
chr11:5711590-5711591,25.9703,6.35396,2.0495,7.386139999999999,16.4505,2.45545,12.0,3.37624,2.47525
chr11:5711611-5711612,26.7822,6.49752,2.0,8.06188,16.5594,2.7104,11.9332,3.4628699999999997,2.4703
chr11:5711615-5711616,26.8812,6.49752,2.0,8.2104,16.5792,2.7401,11.953,3.4925699999999997,2.4604
chr11:5711621-5711622,27.0297,6.49752,2.0,8.43317,16.6089,2.78465,11.9827,3.5371300000000003,2.4455400000000003
chr11:5712174-5712175,46.0,1.8737599999999999,1.00495,11.2475,20.5693,7.70792,10.5,6.37129,5.42822
chr11:5712175-5712176,45.8441,1.8787099999999999,0.99505,11.2475,20.5421,7.665839999999999,10.4901,6.37624,5.44554
chr11:5712590-5712591,24.6634,3.6757400000000002,2.84158,5.19307,21.0173,6.594060000000001,10.8861,5.80198,4.60644
chr11:5712655-5712656,34.7475,3.70545,6.0099,7.9703,18.4678,10.3911,11.802,6.12376,6.0965300000000004
chr11:5712689-5712690,36.3465,3.4529699999999997,6.851489999999999,8.55941,16.7847,11.9901,11.3812,6.12376,6.685639999999999
chr11:5733815-5733816,17.755,27.4505,2.18812,3.4925699999999997,8.79455,1.62376,9.54455,3.88366,2.0396
chr11:5733838-5733839,20.3168,31.948,1.7326700000000002,3.6633699999999996,8.68069,1.62376,9.43069,3.7128699999999997,2.09653
chr11:5733885-5733886,24.2698,39.2847,0.970297,4.10396,8.09406,1.71535,8.93317,3.5371300000000003,2.4802
chr11:5735059-5735060,22.104,1.07426,2.1955400000000003,1.97525,7.16337,1.3985100000000001,1.75495,5.17327,2.4802
chr11:5735060-5735061,22.3069,1.08168,2.20297,1.9727700000000001,7.128710000000001,1.40099,1.7425700000000002,5.17822,2.46535
chr11:5735066-5735067,23.5248,1.12624,2.24752,1.95792,6.920789999999999,1.41584,1.66832,5.20792,2.37624
chr11:5735069-5735070,24.1337,1.1485100000000001,2.2698,1.9505,6.81683,1.42327,1.63119,5.22277,2.33168
chr11:5735072-5735073,24.7426,1.17079,2.29208,1.94307,6.71287,1.43069,1.59406,5.23762,2.28713
chr11:5735107-5735108,31.2946,1.5297,2.4802,1.83663,5.63861,1.5396,1.2326700000000002,5.45297,1.7599
chr11:5735108-5735109,31.4158,1.5495,2.47772,1.83168,5.62376,1.54455,1.2302,5.46287,1.74505
chr11:5735110-5735111,31.6584,1.58911,2.47277,1.82178,5.59406,1.55446,1.22525,5.48267,1.71535
chr11:5735117-5735118,32.5074,1.7277200000000001,2.45545,1.7871299999999999,5.4901,1.58911,1.20792,5.55198,1.6113899999999999
chr11:5735127-5735128,33.7203,1.9257400000000002,2.4306900000000002,1.7376200000000002,5.34158,1.63861,1.18317,5.65099,1.4628700000000001
chr11:5735168-5735169,35.9257,2.79208,2.23515,1.57921,5.09406,1.84158,1.31188,6.2005,0.987624
chr11:5735189-5735190,35.302,3.2599,2.07921,1.5272299999999999,5.19802,1.94554,1.5198,6.564360000000001,0.831683
chr11:5735194-5735195,35.1535,3.37129,2.04208,1.51485,5.22277,1.9703,1.56931,6.650989999999999,0.794554
chr11:5829874-5829875,238.653,103.25200000000001,6.9901,5.62376,34.8515,5.68564,11.1163,7.74752,7.18812
chr11:5829885-5829886,237.347,103.87899999999999,7.1534699999999996,5.62376,35.4505,5.76733,11.3342,7.856439999999999,7.106439999999999
chr11:5829887-5829888,237.109,103.993,7.18317,5.62376,35.5594,5.78218,11.3738,7.876239999999999,7.09158
chr11:5831808-5831809,81.5396,3.90099,3.33416,11.5743,11.6114,17.3614,8.83416,15.5495,11.4381
chr11:5831815-5831816,83.6188,4.02228,3.4034699999999996,11.4356,11.698,17.7599,8.90347,15.7921,11.4901
chr11:5831826-5831827,86.8861,4.21287,3.5123800000000003,11.2178,11.8342,18.3861,9.01238,16.1733,11.5718
chr11:5831827-5831828,87.1832,4.2302,3.5222800000000003,11.198,11.8465,18.4431,9.02228,16.2079,11.5792
chr11:5831829-5831830,87.7772,4.26485,3.5420800000000003,11.1584,11.8713,18.5569,9.04208,16.2772,11.5941
chr11:5831864-5831865,92.8342,4.73267,3.60149,10.2748,12.3416,19.5619,9.06436,17.0693,11.6386
chr19:12936453-12936454,75.1782,47.448,0.992574,5.48515,64.3589,2.66337,17.1188,10.5842,5.73515
chr19:12936454-12936455,75.7599,47.6708,0.990099,5.4802,64.5272,2.67327,17.151,10.5743,5.76485
chr19:12936478-12936479,89.7203,53.0173,0.930693,5.36139,68.5668,2.91089,17.9233,10.3366,6.47772
chr19:12936520-12936521,109.71799999999999,59.9109,0.977723,5.61139,72.1782,3.2772300000000003,18.9827,9.92327,7.48267
chr19:12943417-12943418,414.847,133.364,19.0842,12.7475,79.1238,27.4703,67.6213,19.2698,16.4158
chr19:12943522-12943523,575.988,203.582,26.4703,12.2153,76.0099,27.7896,71.9381,15.9059,15.3564
chr19:12943524-12943525,576.859,204.854,26.3812,12.1906,75.8663,27.8144,71.8787,15.8317,15.3218
chr19:12949227-12949228,518.2180000000001,198.515,3.27475,11.7401,110.973,14.1139,56.6733,11.7649,12.9455
chr19:12952075-12952076,215.908,12.0767,5.05446,11.9158,44.9678,10.5668,24.8614,15.2302,9.36634
chr19:12952087-12952088,215.37400000000002,12.3441,4.96535,11.4109,45.651,10.7748,24.505,14.755,9.18812
chr19:12952088-12952089,215.329,12.3663,4.95792,11.3688,45.7079,10.7921,24.4752,14.7153,9.17327
chr19:12952181-12952182,147.131,15.1238,2.95297,8.54208,45.797,9.71287,20.3515,13.5223,7.935639999999999
chr19:12952182-12952183,146.084,15.1436,2.9356400000000002,8.5198,45.7475,9.68812,20.2995,13.5347,7.925739999999999
chr19:12958543-12958544,508.78,236.252,19.2376,9.61634,78.5891,9.28713,39.0446,17.8515,14.6139
chr19:12958599-12958600,653.693,261.0,18.6238,11.1064,83.9158,8.63366,42.5743,17.3787,16.2252
chr19:12967654-12967655,47.3045,7.97277,8.77475,8.54455,13.1015,46.6733,43.8713,23.5916,19.8465
chr19:12967664-12967665,46.9332,8.44307,8.57673,8.37129,13.052,45.7574,43.8713,23.7896,19.2772
chr19:12979772-12979773,126.88600000000001,6.646039999999999,7.383660000000001,11.6436,17.7228,8.61881,5.89109,4.90594,1.8787099999999999
chr19:12979781-12979782,130.874,6.80198,7.78465,11.7995,17.3663,8.61881,5.8465300000000004,5.01733,1.8787099999999999
chr19:12979824-12979825,136.795,7.73762,8.55693,12.3069,15.645999999999999,8.07426,6.11881,5.30941,2.42822
chr19:12983903-12983904,208.63400000000001,10.302,62.8391,7.863860000000001,22.5644,7.905939999999999,25.146,9.9703,5.63861
chr19:12983943-12983944,229.525,9.5099,63.0371,7.76485,23.2574,8.20297,25.4431,10.9604,5.73762
chr19:12983947-12983948,231.614,9.43069,63.0569,7.75495,23.3267,8.232669999999999,25.4728,11.0594,5.74752
chr19:12983954-12983955,232.426,9.25495,61.8045,7.690589999999999,23.396,8.31931,25.3564,11.2649,5.81931
chr19:12994637-12994638,327.61400000000003,20.1485,19.5421,19.2723,44.5891,29.3886,78.995,21.7772,19.1782
chr19:12994639-12994640,332.03,20.2426,19.7896,19.3465,44.6931,29.4629,79.4257,21.8119,19.3267
chr19:12994641-12994642,336.44599999999997,20.3366,20.0371,19.4208,44.797,29.5371,79.8564,21.8465,19.4752
chr19:12994642-12994643,338.653,20.3837,20.1609,19.4579,44.849,29.5743,80.0718,21.8639,19.5495
chr19:12994643-12994644,340.861,20.4307,20.2847,19.495,44.901,29.6114,80.2871,21.8812,19.6238
chr19:12994644-12994645,343.069,20.4777,20.4084,19.5322,44.953,29.6485,80.5025,21.8985,19.698
chr19:12994645-12994646,345.277,20.5248,20.5322,19.5693,45.005,29.6856,80.7178,21.9158,19.7723
chr19:12994688-12994689,412.525,21.802,24.4777,19.9381,49.3861,29.4926,86.7252,22.6733,22.5198
chr19:12994731-12994732,428.01,21.8045,25.5619,18.9728,53.5965,28.2673,88.2302,23.1064,24.2673
chr19:12994737-12994738,427.668,21.745,25.5767,18.7797,54.1609,28.0594,88.2302,23.151,24.4604
chr19:12994739-12994740,427.55400000000003,21.7252,25.5817,18.7153,54.349,27.9901,88.2302,23.1658,24.5248
chr19:12994745-12994746,427.213,21.6658,25.5965,18.5223,54.9134,27.7822,88.2302,23.2104,24.7178
chr19:12994748-12994749,427.042,21.6361,25.604,18.4257,55.1955,27.6782,88.2302,23.2327,24.8144
chr19:12994749-12994750,426.985,21.6262,25.6064,18.3936,55.2896,27.6436,88.2302,23.2401,24.8465
chr19:12994750-12994751,425.837,21.5891,25.5569,18.3317,55.3738,27.5743,88.1361,23.2302,24.854
chr19:12995912-12995913,1471.07,32.203,165.208,13.2178,87.1163,21.6436,80.8911,23.1337,32.9975
chr19:12995916-12995917,1488.6,32.4604,167.05900000000003,13.2079,87.3441,22.0792,81.3663,23.2921,33.1559
chr19:12995970-12995971,1689.44,37.4084,180.468,13.4901,91.8713,27.6411,87.8911,25.755,34.7054
chr19:12996079-12996080,1621.02,58.448,133.884,17.2525,106.351,29.0272,96.90100000000001,31.1015,34.2104
chr19:12996126-12996127,1395.55,68.6584,99.2995,18.9158,109.65299999999999,26.7426,95.5099,30.8936,32.3812
chr19:12996172-12996173,1127.06,76.2426,69.1163,19.849,109.359,25.0099,90.146,29.0644,31.151
chr19:12996411-12996412,488.69599999999997,128.658,13.3366,21.8812,121.384,23.2228,61.0025,19.2054,21.4332
chr19:12996436-12996437,499.463,135.156,13.5223,21.6337,125.65299999999999,24.2129,61.8069,19.6386,19.948
chr19:12996447-12996448,504.2,138.015,13.604000000000001,21.5248,127.53200000000001,24.6485,62.1609,19.8292,19.2946
chr19:12996499-12996500,493.5,136.849,12.8812,20.2673,131.05,26.8366,63.4802,21.7252,18.2673
chr19:12996692-12996693,199.248,57.9728,4.17574,22.8193,113.564,35.3193,49.8119,18.4926,28.3886
chr19:12996698-12996699,194.94099999999997,56.1757,4.04208,23.0569,113.921,36.150999999999996,49.3812,18.2104,29.0569
chr19:12996766-12996767,202.53,43.1015,3.62376,26.7054,127.639,50.646,49.1262,19.7525,38.4406
chr19:12996768-12996769,202.965,42.755,3.60891,26.8342,128.045,51.052,49.2005,19.9158,38.703
chr19:12996819-12996820,216.993,34.3193,3.1806900000000002,31.1832,138.371,62.3045,52.0941,24.796999999999997,45.6213
chr19:12997144-12997145,759.8,18.9554,34.5792,140.196,256.705,318.51,106.196,91.4406,151.616
chr19:12997258-12997259,703.9830000000001,19.3837,33.6163,143.411,234.18599999999998,317.0,95.0248,93.9752,155.129
chr19:12997523-12997524,198.218,15.8465,6.690589999999999,28.3243,108.63600000000001,74.7129,43.2921,27.2252,40.995
chr19:12997530-12997531,200.43599999999998,15.6906,6.67327,28.0124,108.965,72.6337,42.7896,26.7748,39.6262
chr19:12997540-12997541,203.604,15.4678,6.648510000000001,27.5668,109.436,69.6634,42.0718,26.1312,37.6708
chr19:12997560-12997561,205.04,15.0371,6.599010000000001,26.9381,111.83200000000001,65.1733,40.8515,25.0767,34.5594
chr19:12997564-12997565,204.426,14.9579,6.589110000000001,26.8688,112.554,64.5792,40.6535,24.9183,34.1139
chr19:12997566-12997567,204.11900000000003,14.9183,6.584160000000001,26.8342,112.916,64.2822,40.5545,24.8391,33.8911
chr19:12997612-12997613,194.40099999999998,14.255,6.628710000000001,26.0297,121.869,58.8168,38.75,23.1213,29.6312
chr19:12997620-12997621,191.51,14.255,6.70792,25.8911,123.671,58.5396,38.6708,22.8837,29.3144
chr19:12997623-12997624,190.426,14.255,6.73762,25.8391,124.34700000000001,58.4356,38.6411,22.7946,29.1955
chr19:12997636-12997637,185.72799999999998,14.255,6.866339999999999,25.6139,127.275,57.9851,38.5124,22.4084,28.6807
chr19:12997652-12997653,180.498,14.297,7.099010000000001,25.3713,130.953,57.5371,38.3911,21.8886,28.1238
chr19:12997660-12997661,179.606,14.4356,7.376239999999999,25.3515,132.636,57.6361,38.4307,21.5718,28.1238
chr19:12997664-12997665,179.16099999999997,14.505,7.51485,25.3416,133.47799999999998,57.6856,38.4505,21.4134,28.1238
chr19:12997670-12997671,178.493,14.6089,7.72277,25.3267,134.74,57.7599,38.4802,21.1757,28.1238
