0,Hudep2_ATAC,Hudep2_D3_merged_CTCF.all,Hudep2_BCL11A,Hudep2_D0_GATA1.all,HUDEP2_LRF_CHIP,GM12878_ATAC,Hudep2_D3_merged_GATA1.all,Hudep2_D3_merged_KLF1.all,Hudep2_D3_merged_LDB1.all,Hudep2_D3_merged_TAL1.all
chr11:5305308-5305509,27.7065,9.41667,0.8358209999999999,12.4154,20.9055,5.0709,7.949,19.3794,12.7475,9.95647
chr11:5305309-5305510,27.9142,9.42164,0.8383079999999999,12.4353,20.9876,5.08582,7.992539999999999,19.4154,12.7612,9.96517
chr11:5305310-5305511,28.1219,9.42662,0.8407959999999999,12.4552,21.0697,5.10075,8.03607,19.4515,12.7749,9.97388
chr11:5305954-5306155,2399.94,23.1194,190.52700000000002,176.65200000000002,90.1716,13.3122,401.19199999999995,355.086,188.37599999999998,303.711
chr11:5305956-5306157,2386.51,23.0647,189.433,176.095,90.09200000000001,13.2898,400.41,354.755,187.898,302.975
chr11:5305966-5306167,2319.41,22.791,183.96,173.308,89.694,13.1779,396.505,353.101,185.51,299.29400000000004
chr11:5308887-5309088,62.4254,6.04975,2.6107,10.8321,21.1542,10.0609,10.1144,18.2313,12.550999999999998,10.5933
chr11:5308896-5309097,62.9851,6.3296,2.66667,11.1791,21.3109,9.881839999999999,10.4391,18.8694,12.4279,11.0634
chr11:5308897-5309098,63.0473,6.3607,2.67289,11.2177,21.3284,9.861939999999999,10.4751,18.9403,12.4142,11.1157
chr11:5308924-5309125,62.4527,7.35697,2.87065,12.6654,21.5535,9.199,12.5709,21.0547,12.5697,13.0945
chr11:5308926-5309127,62.3905,7.431589999999999,2.88557,12.7749,21.5684,9.14925,12.7326,21.2114,12.5846,13.2438
chr11:5308927-5309128,62.3595,7.46891,2.89303,12.8296,21.5759,9.12438,12.8134,21.2898,12.592,13.3184
chr11:5308933-5309134,62.1729,7.69279,2.93781,13.158,21.6206,8.97512,13.2985,21.76,12.6368,13.7662
chr11:5308941-5309142,61.9241,7.991289999999999,2.9975099999999997,13.5958,21.6803,8.77612,13.9453,22.3868,12.6965,14.3632
chr11:5308943-5309144,61.8619,8.06592,3.0124400000000002,13.7052,21.6953,8.72637,14.107000000000001,22.5435,12.7114,14.5124
chr11:5308948-5309149,61.7065,8.25249,3.04975,13.9789,21.7326,8.601989999999999,14.5112,22.9353,12.7488,14.8856
chr11:5308949-5309150,61.6754,8.2898,3.05721,14.0336,21.74,8.577110000000001,14.592,23.0137,12.7562,14.9602
chr11:5308951-5309152,61.5311,8.368160000000001,3.07463,14.1841,21.7363,8.52488,14.9391,23.209,12.8346,15.1878
chr11:5309326-5309527,968.32,22.398000000000003,64.6891,107.561,33.459,12.2935,256.03,120.044,102.522,156.062
chr11:5309415-5309616,1442.4,25.4266,96.459,126.682,38.0174,15.7251,296.039,134.014,113.795,182.07
chr11:5312537-5312738,275.189,117.044,7.492539999999999,10.2836,22.199,82.5236,5.60945,16.1567,13.3595,8.04229
chr11:5312547-5312748,287.627,121.65799999999999,7.641789999999999,9.9602,22.5348,87.1132,5.8209,16.2811,13.4216,8.054730000000001
chr11:5318962-5319163,121.43,6.17164,10.7177,15.4391,13.5821,6.45025,13.6729,11.1107,13.5398,6.4204
chr11:5318967-5319168,123.296,6.1903,10.7363,15.4453,13.6132,6.48134,13.8408,11.1045,13.5087,6.3893
chr11:5318969-5319170,124.042,6.19776,10.7438,15.4478,13.6256,6.49378,13.908,11.102,13.4963,6.376869999999999
chr11:5319005-5319206,135.009,6.317159999999999,10.6604,15.2998,13.8582,6.6194,15.0597,11.0684,13.1779,6.17786
chr11:5319191-5319392,91.7836,6.37562,3.5758699999999997,6.777360000000001,15.4876,4.405469999999999,13.9415,11.1779,8.03731,6.91045
chr11:5319202-5319403,90.3072,6.376869999999999,3.3743800000000004,6.39055,15.5037,4.43035,13.4963,11.1866,7.66418,6.90672
chr11:5319203-5319404,90.3197,6.3781099999999995,3.37313,6.37065,15.505,4.449,13.4478,11.1866,7.6318399999999995,6.89677
chr11:5319317-5319518,88.6567,5.98881,3.37313,5.104480000000001,16.3483,8.09826,8.22264,10.3333,4.8806,5.59701
chr11:5324962-5325163,751.883,9.02736,17.5684,90.9117,22.0896,9.8097,83.9266,41.4975,38.8346,25.755
chr11:5324963-5325164,750.1669999999999,9.02985,17.5398,90.8607,22.092,9.794780000000001,83.8097,41.4838,38.8333,25.7662
chr11:5324965-5325166,746.7339999999999,9.03483,17.4826,90.7587,22.096999999999998,9.76493,83.5759,41.4565,38.8308,25.7886
chr11:5324994-5325195,696.9580000000001,9.10697,16.653,89.2799,22.1692,9.332089999999999,80.1853,41.0597,38.7948,26.1132
chr11:5325004-5325205,672.9839999999999,9.10075,16.2848,87.9403,22.1679,9.14428,78.459,40.6791,38.4689,26.0261
chr11:5325029-5325230,593.755,8.97637,15.1654,82.1567,22.0746,8.58458,72.6443,39.0311,36.7276,25.2488
chr11:5325030-5325231,590.586,8.97139,15.1206,81.9254,22.0709,8.56219,72.4117,38.9652,36.658,25.2177
chr11:5330169-5330370,24.592,7.037310000000001,1.199,6.113180000000001,8.24129,4.98756,9.32836,5.932840000000001,9.16667,3.9863199999999996
chr11:5369865-5370066,354.832,4.79229,5.32338,11.6704,28.01,8.685319999999999,11.2649,15.1318,9.983830000000001,5.434080000000001
chr11:5369877-5370078,358.81699999999995,4.82214,5.33831,11.5659,27.7413,8.64055,11.2799,15.1468,10.1182,5.47886
chr11:5369879-5370080,359.481,4.82711,5.3408,11.5485,27.6965,8.63308,11.2823,15.1493,10.1405,5.48632
chr11:5374572-5374773,23.0025,2.52363,1.65672,4.84204,11.5746,4.94652,1.78358,3.1903,4.58209,0.9676620000000001
chr11:5374583-5374784,23.2351,2.56468,1.7935299999999998,4.97886,11.642999999999999,4.89179,1.7699,3.1629400000000003,4.5,0.9813430000000001
chr11:5391190-5391391,220.515,111.74,2.6592,12.9316,23.7985,41.3308,11.1878,19.6779,9.70647,5.78607
chr11:5391193-5391394,221.795,112.69200000000001,2.6480099999999998,12.8719,23.9366,41.5211,11.2251,19.7002,9.68035,5.7935300000000005
chr11:5391200-5391401,224.31,114.785,2.6231299999999997,12.7239,24.2475,41.8769,11.3022,19.7438,9.61318,5.80348
chr11:5402029-5402230,187.19799999999998,73.4963,6.05224,8.92786,17.5,94.3719,6.608210000000001,11.1368,7.652989999999999,3.82711
chr11:5402037-5402238,194.19299999999998,75.2475,6.10199,9.02736,17.7388,98.14299999999999,6.46891,11.2264,7.59328,3.7475099999999997
chr11:5402096-5402297,206.86700000000002,79.6057,5.25373,9.18159,17.709,109.994,5.55348,10.8458,7.212689999999999,2.92786
chr11:5402098-5402299,206.942,79.6754,5.21393,9.18159,17.6915,110.25,5.523630000000001,10.8234,7.20025,2.8980099999999998
chr11:5402107-5402308,202.81799999999998,78.3955,5.0149300000000006,9.07836,17.5224,108.387,5.39801,10.6281,7.18035,2.77239
chr11:5497529-5497730,82.5995,61.791000000000004,0.624378,7.758710000000001,16.6828,84.0609,3.41791,6.85075,11.449000000000002,6.2699
chr11:5497555-5497756,88.3047,62.0647,0.8296020000000001,7.27239,17.4764,89.7276,3.6355699999999995,7.41418,12.3371,6.54975
chr11:5497570-5497771,87.6517,60.9826,1.03483,6.992539999999999,17.607,89.1866,3.67289,7.694030000000001,12.5983,6.68035
chr11:5497573-5497774,87.5211,60.7662,1.07587,6.93657,17.6331,89.0784,3.68035,7.75,12.6505,6.7064699999999995
chr11:5497590-5497791,86.7811,59.5398,1.30846,6.6194,17.7811,88.4652,3.72264,8.067160000000001,12.9465,6.854480000000001
chr11:5497591-5497792,86.7376,59.4677,1.3221399999999999,6.60075,17.7898,88.4291,3.7251199999999995,8.08582,12.9639,6.863180000000001
chr11:5552359-5552560,9.9204,3.3233800000000002,1.14677,0.9141790000000001,1.64179,8.205219999999999,6.7077100000000005,1.199,2.78483,2.75995
chr11:5552360-5552561,9.98507,3.33085,1.14925,0.9116920000000001,1.6368200000000002,8.22637,6.7301,1.2064700000000002,2.79478,2.76741
chr11:5602127-5602328,19.7774,3.98259,1.31716,2.52612,6.34826,11.9353,1.64925,6.27114,3.69403,2.8806
chr11:5602130-5602331,20.2326,3.96766,1.32463,2.58955,6.35199,11.8868,1.63806,6.2935300000000005,3.70149,2.88806
chr11:5602131-5602332,20.3843,3.9626900000000003,1.32711,2.6107,6.35323,11.8706,1.6343299999999998,6.301,3.7039800000000005,2.89055
chr11:5602162-5602363,25.3209,3.70025,1.39055,3.34701,6.46891,11.5361,1.59701,6.54726,3.73259,2.93657
chr11:5602208-5602409,32.7152,3.09453,1.4602,4.59701,6.78109,11.4478,1.76368,6.902989999999999,3.6641800000000004,2.91542
chr11:5602241-5602442,36.7786,2.72512,1.54229,5.45896,6.90423,11.4888,2.051,7.02612,3.58209,2.83333
chr11:5602244-5602445,37.148,2.6915400000000003,1.54975,5.53731,6.91542,11.4925,2.07711,7.037310000000001,3.5746300000000004,2.82587
chr11:5602246-5602447,37.3943,2.66915,1.55473,5.58955,6.92289,11.495,2.09453,7.04478,3.56965,2.8209
chr11:5602248-5602449,37.6405,2.64677,1.5597,5.64179,6.93035,11.4975,2.11194,7.052239999999999,3.56468,2.81592
chr11:5602254-5602455,37.8072,2.64925,1.5870600000000001,5.726369999999999,6.917910000000001,11.4764,2.15174,7.004980000000001,3.52736,2.79478
chr11:5602275-5602476,37.7289,2.72761,1.69154,5.93532,6.83955,11.398,2.28234,6.7699,3.37065,2.7164200000000003
chr11:5602277-5602478,37.7214,2.73507,1.7014900000000002,5.95522,6.832089999999999,11.3905,2.29478,6.747510000000001,3.35572,2.70896
chr11:5602279-5602480,37.7139,2.74254,1.71144,5.9751199999999995,6.82463,11.3831,2.30721,6.7251199999999995,3.3408,2.70149
chr11:5602287-5602488,37.6841,2.77239,1.7512400000000001,6.05473,6.79478,11.3532,2.35697,6.6355699999999995,3.2810900000000003,2.67164
chr11:5602294-5602495,37.658,2.79851,1.78607,6.12438,6.768660000000001,11.3271,2.4005,6.55721,3.22886,2.64552
chr11:5612871-5613072,35.2114,3.62189,1.25871,3.44403,8.52239,16.194000000000003,3.7810900000000003,3.83955,3.92786,2.43905
chr11:5612911-5613112,38.643,4.79726,1.4801,3.02363,8.10821,15.9975,3.93781,3.6131800000000003,4.33458,2.45149
chr11:5612918-5613119,38.5734,5.0149300000000006,1.5062200000000001,2.9626900000000003,7.98632,15.8147,3.90299,3.60448,4.386819999999999,2.4602
chr11:5612919-5613120,38.5634,5.0460199999999995,1.50995,2.95398,7.96891,15.7886,3.8980099999999998,3.6032300000000004,4.39428,2.46144
chr11:5612921-5613122,38.5435,5.10821,1.51741,2.93657,7.934080000000001,15.7363,3.88806,3.60075,4.4092,2.46393
chr11:5612922-5613123,38.5336,5.1393,1.52114,2.92786,7.91667,15.7102,3.88308,3.5995,4.41667,2.46517
chr11:5612923-5613124,38.5236,5.1704,1.52488,2.91915,7.89925,15.6841,3.87811,3.59826,4.42413,2.4664200000000003
chr11:5612925-5613126,38.5037,5.23259,1.53234,2.90174,7.8644300000000005,15.6318,3.86816,3.59577,4.43905,2.4689099999999997
chr11:5612926-5613127,38.4938,5.26368,1.53607,2.89303,7.847010000000001,15.6057,3.8631800000000003,3.5945300000000002,4.44652,2.47015
chr11:5612929-5613130,38.4639,5.35697,1.54726,2.86692,7.79478,15.5274,3.84826,3.5908,4.46891,2.47388
chr11:5612930-5613131,38.454,5.38806,1.551,2.8582099999999997,7.777360000000001,15.5012,3.8432800000000005,3.58955,4.476369999999999,2.47512
chr11:5617836-5618037,634.501,7.318410000000001,17.4341,26.1617,21.4478,36.3756,62.0448,33.092,34.2711,41.6269
chr11:5617845-5618046,657.6619999999999,7.5199,18.6766,27.1244,21.7724,37.1032,64.8993,33.8085,35.5697,42.5672
chr11:5617872-5618073,693.345,8.04353,22.5933,29.2662,22.893,37.898,71.8582,35.0721,38.194,44.5448
chr11:5617882-5618083,703.954,8.2301,24.0485,30.0,23.3159,38.0846,74.296,35.4701,39.0647,45.20399999999999
chr11:5617925-5618126,701.428,8.718910000000001,28.9938,31.4465,24.76,37.6306,81.99,36.1119,41.0784,47.3209
chr11:5617933-5618134,694.7710000000001,8.76866,29.74,31.4963,24.9789,37.3818,83.0547,36.092,41.2276,47.6194
chr11:5617943-5618144,686.45,8.83085,30.6729,31.5585,25.2525,37.0709,84.3856,36.0672,41.4142,47.9925
chr11:5617944-5618145,685.618,8.837060000000001,30.7662,31.5647,25.2799,37.0398,84.5187,36.0647,41.4328,48.0299
chr11:5617945-5618146,684.7860000000001,8.84328,30.8595,31.5709,25.3072,37.0087,84.6517,36.0622,41.4515,48.0672
chr11:5621580-5621781,459.214,123.719,6.80473,8.34328,21.2687,143.02700000000002,19.2873,22.8371,6.1791,8.83458
chr11:5621603-5621804,503.16,131.96,7.258710000000001,8.705219999999999,22.2251,152.986,20.658,24.0162,6.98756,9.5597
chr11:5621604-5621805,503.898,132.04,7.26368,8.71144,22.255,152.929,20.6878,24.0261,7.051,9.59328
chr11:5621605-5621806,504.63599999999997,132.119,7.268660000000001,8.71766,22.2848,152.872,20.7177,24.0361,7.1144300000000005,9.62687
chr11:5621606-5621807,505.37300000000005,132.19899999999998,7.273630000000001,8.72388,22.3147,152.815,20.7475,24.046,7.177860000000001,9.66045
chr11:5621615-5621816,512.011,132.915,7.318410000000001,8.77985,22.5833,152.3,21.0162,24.1356,7.748760000000001,9.96269
chr11:5621619-5621820,514.961,133.234,7.338310000000001,8.804730000000001,22.7027,152.071,21.1356,24.1754,8.00249,10.097000000000001
chr11:5621666-5621867,519.337,131.063,7.22388,8.89179,23.8445,140.463,22.0498,23.8246,10.9664,11.6132
chr11:5621667-5621868,518.235,130.785,7.2077100000000005,8.88557,23.8582,139.864,22.0498,23.7848,11.0286,11.642999999999999
chr11:5621668-5621869,517.133,130.506,7.19154,8.87935,23.8719,139.266,22.0498,23.745,11.0908,11.6729
chr11:5621670-5621871,514.929,129.94899999999998,7.1592,8.86692,23.8993,138.07,22.0498,23.6654,11.2152,11.7326
chr11:5621679-5621880,505.01099999999997,127.44200000000001,7.01368,8.81095,24.0224,132.685,22.0498,23.3072,11.7749,12.0012
chr11:5646301-5646502,59.1866,5.51244,1.44154,3.2898,9.33955,182.55,2.62438,7.598260000000001,4.35572,3.12811
chr11:5646304-5646505,58.3246,5.5385599999999995,1.44527,3.2450200000000002,9.28358,181.08,2.61692,7.66542,4.31468,3.13557
chr11:5646305-5646506,58.0373,5.54726,1.44652,3.2301,9.26493,180.59,2.61443,7.687810000000001,4.301,3.13806
chr11:5646306-5646507,57.75,5.555969999999999,1.44776,3.21517,9.246269999999999,180.1,2.61194,7.7102,4.28731,3.14055
chr11:5672061-5672262,101.97,1.7574599999999998,1.3694,8.87687,11.4988,4.59328,9.95149,4.5385599999999995,4.53109,4.84577
chr11:5672075-5672276,102.09200000000001,1.6878099999999998,1.21269,9.1903,11.2724,4.6281099999999995,9.89925,4.66045,4.33955,4.9676599999999995
chr11:5672123-5672324,94.6965,1.6828400000000001,0.675373,9.6505,10.6144,4.895519999999999,9.398010000000001,4.95896,3.8868199999999997,5.09328
chr11:5672133-5672334,91.4627,1.73259,0.563433,9.61318,10.5025,4.98259,9.22388,4.99627,3.8370599999999997,5.055969999999999
chr11:5672153-5672354,84.34700000000001,1.8495,0.354478,9.442789999999999,10.3072,5.155469999999999,8.8607,5.02612,3.76493,4.93905
chr11:5672158-5672359,81.8346,1.89925,0.323383,9.28731,10.2948,5.199,8.75498,4.98259,3.78358,4.85821
chr11:5686529-5686730,141.83700000000002,7.92537,2.09701,21.7674,16.7774,9.37935,29.995,11.3731,9.87687,7.863180000000001
chr11:5686531-5686732,141.593,7.9204,2.0995,21.8744,16.7799,9.35448,29.9154,11.3905,9.87687,7.84577
chr11:5686532-5686733,141.471,7.917910000000001,2.10075,21.9279,16.7811,9.342039999999999,29.8756,11.3993,9.87687,7.837060000000001
chr11:5686533-5686734,141.35,7.91542,2.1019900000000002,21.9813,16.7823,9.3296,29.8358,11.408,9.87687,7.828360000000001
chr11:5686760-5686961,57.0759,4.522390000000001,3.2375599999999998,22.7052,12.5958,6.87065,18.3371,8.38557,10.6119,6.126869999999999
chr11:5686761-5686962,57.1393,4.51244,3.25995,22.6716,12.5871,6.8644300000000005,18.2985,8.398010000000001,10.6107,6.126869999999999
chr11:5686769-5686970,57.6468,4.432840000000001,3.43905,22.403000000000002,12.5174,6.81468,17.99,8.49751,10.6007,6.126869999999999
chr11:5686788-5686989,58.852,4.24378,3.8644300000000005,21.7649,12.352,6.69652,17.2575,8.733830000000001,10.5771,6.126869999999999
chr11:5704944-5705145,92.2313,4.96393,0.28607,7.651739999999999,9.34328,75.1393,2.2661700000000002,8.138060000000001,5.77612,3.4340800000000002
chr11:5704958-5705159,93.0672,5.03109,0.389303,7.2922899999999995,9.631839999999999,75.6567,2.29478,8.06095,5.8097,3.10945
chr11:5704960-5705161,92.9652,5.0385599999999995,0.40671599999999997,7.2301,9.67662,75.6194,2.3047299999999997,8.04602,5.8097,3.06219
chr11:5704962-5705163,92.8632,5.0460199999999995,0.424129,7.167910000000001,9.72139,75.5821,2.31468,8.031089999999999,5.8097,3.01493
chr11:5704963-5705164,92.8122,5.04975,0.43283599999999994,7.136819999999999,9.743780000000001,75.5634,2.31965,8.02363,5.8097,2.9912900000000002
chr11:5704965-5705166,92.7102,5.0572099999999995,0.45024899999999995,7.07463,9.78856,75.5261,2.3296,8.00871,5.8097,2.94403
chr11:5704967-5705168,92.6082,5.06468,0.46766199999999997,7.01244,9.83333,75.4888,2.33955,7.99378,5.8097,2.89677
chr11:5704968-5705169,92.5572,5.06841,0.476368,6.981339999999999,9.85572,75.4701,2.34453,7.98632,5.8097,2.8731299999999997
chr11:5704976-5705177,92.1493,5.09826,0.54602,6.732589999999999,10.0348,75.3209,2.38433,7.92662,5.8097,2.68408
chr11:5704986-5705187,91.6393,5.1355699999999995,0.633085,6.42164,10.2587,75.1343,2.43408,7.85199,5.8097,2.4477599999999997
chr11:5704999-5705200,90.9764,5.184080000000001,0.746269,6.01741,10.5498,74.8918,2.49876,7.754980000000001,5.8097,2.14055
chr11:5705000-5705201,90.7861,5.18781,0.758706,5.98259,10.5771,74.7873,2.50622,7.745019999999999,5.801,2.1194
chr11:5705011-5705212,87.2699,5.18781,0.8955219999999999,5.626869999999999,10.8644,72.8308,2.61567,7.662939999999999,5.67786,1.91418
chr11:5705016-5705217,85.6716,5.18781,0.9577110000000001,5.46517,10.995,71.9415,2.66542,7.62562,5.6218900000000005,1.8209
chr11:5705917-5706118,288.26599999999996,95.0274,3.4266199999999998,16.5236,25.5896,183.332,33.8483,32.6356,20.4726,9.8607
chr11:5706199-5706400,700.47,31.5124,13.1517,23.3072,25.0659,185.611,47.7413,52.9739,20.5808,16.0547
chr11:5706200-5706401,701.817,31.3109,13.1642,23.2848,25.046,186.12599999999998,47.7413,52.9677,20.5249,16.0386
chr11:5706202-5706403,703.852,31.0796,13.1468,23.2301,25.0137,187.571,47.7612,52.9279,20.4279,15.9913
chr11:5706203-5706404,704.8689999999999,30.9639,13.1381,23.2027,24.9975,188.294,47.7711,52.908,20.3794,15.9677
chr11:5706236-5706437,738.444,27.1468,12.8507,22.2998,24.4639,212.141,48.0995,52.2512,18.7786,15.1878
chr11:5706239-5706440,741.4960000000001,26.7998,12.8246,22.2177,24.4154,214.308,48.1294,52.1915,18.6331,15.1169
chr11:5706254-5706455,747.563,25.1107,12.4963,21.704,24.0858,222.66299999999998,48.0709,51.6281,17.8209,14.6816
chr11:5706255-5706456,746.578,25.0137,12.444,21.6542,24.051,222.852,48.0398,51.5522,17.7562,14.6405
chr11:5706257-5706458,744.6080000000001,24.8197,12.3396,21.5547,23.9813,223.23,47.9776,51.4005,17.6269,14.5585
chr11:5706260-5706461,741.653,24.5286,12.1828,21.4055,23.8769,223.797,47.8843,51.1729,17.4328,14.4353
chr11:5706270-5706471,731.802,23.5585,11.6604,20.908,23.5286,225.688,47.5734,50.4142,16.7861,14.0249
chr11:5706273-5706474,728.847,23.2674,11.5037,20.7587,23.4241,226.255,47.4801,50.1866,16.592,13.9017
chr11:5706277-5706478,724.9069999999999,22.8794,11.2948,20.5597,23.2848,227.011,47.3557,49.8831,16.3333,13.7376
chr11:5711490-5711691,25.3483,6.00124,2.13682,7.67662,16.3657,46.0535,2.2661700000000002,12.3868,3.5398,2.38682
chr11:5711511-5711712,26.4353,6.1355699999999995,2.09701,8.256219999999999,16.5124,47.1517,2.54851,12.3022,3.6069699999999996,2.31468
chr11:5711515-5711716,26.6692,6.14055,2.0870599999999997,8.36567,16.5174,47.3358,2.6082099999999997,12.2973,3.62189,2.29478
chr11:5711521-5711722,27.0199,6.14801,2.07214,8.52985,16.5249,47.6119,2.6977599999999997,12.2898,3.64428,2.26493
chr11:5712074-5712275,43.5896,2.0310900000000003,1.09826,10.7114,19.7475,46.3284,7.447760000000001,10.3159,6.21517,5.24378
chr11:5712075-5712276,43.4801,2.03483,1.09204,10.7127,19.7351,46.3122,7.4204,10.3085,6.21891,5.25124
chr11:5712490-5712691,25.2264,3.50124,3.50622,5.30473,20.7948,33.9005,7.123130000000001,10.7301,5.7649300000000006,4.84701
chr11:5712555-5712756,31.601999999999997,3.5261199999999997,5.25,7.29975,18.2749,32.2711,9.93035,11.1754,6.00622,5.84204
chr11:5712589-5712790,32.1095,3.31468,6.05348,8.01866,16.9216,31.9751,11.0721,11.1331,6.04851,6.05348
chr11:5733715-5733916,17.9291,27.4888,2.0547299999999997,3.6417900000000003,8.67537,30.2413,1.5149299999999999,9.271139999999999,3.96642,2.09826
chr11:5733738-5733939,19.76,31.0647,1.76866,3.75622,8.47512,35.5336,1.62935,9.21393,3.8233800000000002,2.2412900000000002
chr11:5733785-5733986,22.1729,36.791,1.2736299999999998,4.16791,8.01866,45.4701,1.8209,8.78607,3.7972599999999996,2.5796
chr11:5734959-5735160,22.3918,1.3370600000000001,2.199,1.8619400000000002,7.1107,21.158,1.3607,1.80473,5.19776,2.32836
chr11:5734960-5735161,22.5373,1.3457700000000001,2.20025,1.8607,7.08955,21.1816,1.3656700000000002,1.7972599999999999,5.20522,2.31716
chr11:5734966-5735167,23.4104,1.39801,2.20771,1.85323,6.962689999999999,21.3234,1.39552,1.75249,5.25,2.25
chr11:5734969-5735170,23.846999999999998,1.42413,2.21144,1.8495,6.89925,21.3943,1.41045,1.7301,5.272390000000001,2.2164200000000003
chr11:5734972-5735173,24.2836,1.45025,2.21517,1.8457700000000001,6.83582,21.4652,1.42537,1.7077099999999998,5.29478,2.18284
chr11:5735007-5735208,28.9428,1.80348,2.2475099999999997,1.7935299999999998,6.14179,22.0149,1.5908,1.4937799999999999,5.58706,1.7910400000000002
chr11:5735008-5735209,29.0299,1.8184099999999999,2.2475099999999997,1.7910400000000002,6.126869999999999,22.0025,1.59453,1.49254,5.59826,1.77985
chr11:5735010-5735211,29.204,1.8482599999999998,2.2475099999999997,1.78607,6.09701,21.9776,1.60199,1.49005,5.62065,1.7574599999999998
chr11:5735017-5735218,29.8134,1.9527400000000001,2.2475099999999997,1.76866,5.99254,21.8905,1.62811,1.4813399999999999,5.699,1.6791
chr11:5735027-5735228,30.6841,2.1019900000000002,2.2475099999999997,1.7437799999999999,5.84328,21.7662,1.6654200000000001,1.46891,5.81095,1.56716
chr11:5735068-5735269,32.4142,2.76119,2.13308,1.64179,5.45771,20.6505,1.7487599999999999,1.5796,6.34204,1.199
chr11:5735089-5735290,32.153,3.1268700000000003,2.0024900000000003,1.58955,5.405469999999999,19.7102,1.7487599999999999,1.73632,6.655469999999999,1.06841
chr11:5735094-5735295,32.0908,3.21393,1.9713900000000002,1.57711,5.39303,19.4863,1.7487599999999999,1.7736299999999998,6.7301,1.03731
chr11:5829774-5829975,212.234,97.1567,6.7748800000000005,5.4676599999999995,34.347,143.908,5.58458,11.1779,8.28358,6.623130000000001
chr11:5829785-5829986,211.892,97.5672,6.87065,5.4539800000000005,34.7575,144.1,5.7350699999999994,11.3968,8.37935,6.51368
chr11:5829787-5829988,211.83,97.6418,6.88806,5.45149,34.8321,144.134,5.76244,11.4366,8.39677,6.49378
chr11:5831708-5831909,74.847,3.8034800000000004,3.03856,11.1057,11.6692,6.68532,16.4341,8.5796,15.0522,10.9552
chr11:5831715-5831916,76.4664,3.89925,3.07338,10.9925,11.7562,6.937810000000001,16.6953,8.597010000000001,15.2525,11.0249
chr11:5831726-5831927,79.0112,4.04975,3.12811,10.8147,11.892999999999999,7.33458,17.1057,8.62438,15.5672,11.1343
chr11:5831727-5831928,79.2425,4.06343,3.13308,10.7985,11.9055,7.37065,17.143,8.62687,15.5958,11.1443
chr11:5831729-5831930,79.7052,4.0908,3.14303,10.7662,11.9303,7.44279,17.2177,8.631839999999999,15.652999999999999,11.1642
chr11:5831764-5831965,83.4042,4.5,3.15423,9.9602,12.2214,8.62065,17.9813,8.53607,16.3321,11.3918
chr19:12936353-12936554,75.0771,46.6095,1.35572,6.051,61.9266,5.81468,2.77239,16.9129,10.4154,5.82587
chr19:12936354-12936555,75.5398,46.7836,1.3495,6.0460199999999995,62.0547,5.83333,2.77861,16.9415,10.4092,5.84701
chr19:12936378-12936579,86.6443,50.9627,1.20025,5.92662,65.1294,6.28109,2.92786,17.6281,10.26,6.354480000000001
chr19:12936420-12936621,102.346,56.0336,1.1156700000000002,6.022390000000001,68.0672,6.9403,3.1903,18.4478,9.996269999999999,7.06343
chr19:12943317-12943518,404.111,131.69899999999998,18.4391,12.3781,76.7886,19.4652,26.2848,65.6157,18.8321,15.7711
chr19:12943422-12943623,544.433,201.00099999999998,23.8731,12.1443,77.1157,22.4789,28.2973,70.7351,16.1057,15.3209
chr19:12943424-12943625,545.229,202.09799999999998,23.8259,12.1294,77.0808,22.5485,28.3122,70.7127,16.0485,15.2886
chr19:12949127-12949328,486.99800000000005,184.945,3.37065,11.2313,106.58200000000001,22.7848,13.4714,54.7264,12.0087,12.9117
chr19:12951975-12952176,199.08700000000002,12.5149,4.61567,11.7973,44.4801,10.642999999999999,9.93781,24.9776,15.2388,9.43035
chr19:12951987-12952188,198.81799999999998,12.7537,4.49627,11.4689,44.9428,10.3893,10.1169,24.4104,14.9701,9.22139
chr19:12951988-12952189,198.796,12.7736,4.48632,11.4415,44.9813,10.3682,10.1318,24.3632,14.9478,9.20398
chr19:12952081-12952282,146.57,14.2898,3.20149,8.63682,44.8644,8.18657,9.57214,20.3719,14.1654,7.863180000000001
chr19:12952082-12952283,145.792,14.2973,3.18408,8.60945,44.8408,8.16667,9.554730000000001,20.3284,14.1704,7.847010000000001
chr19:12958443-12958644,487.934,222.764,17.5945,9.80846,75.7214,43.3271,8.657960000000001,37.9851,16.5908,13.9192
chr19:12958499-12958700,575.0930000000001,241.06,17.1766,10.9863,78.9229,49.76,8.5597,40.7662,16.7388,15.4751
chr19:12967554-12967755,43.0983,8.31965,7.7898,8.75871,13.0958,2.25,43.6219,42.7425,23.3781,18.8545
chr19:12967564-12967765,42.8744,8.60572,7.62811,8.63433,13.0336,2.25,43.0,42.6306,23.5274,18.4192
chr19:12979672-12979873,115.94200000000001,7.007460000000001,6.63806,11.4254,17.4813,11.2898,7.98756,6.46269,4.82711,2.37438
chr19:12979681-12979882,119.053,7.108210000000001,6.895519999999999,11.5709,17.2015,11.6032,8.00995,6.395519999999999,4.8830800000000005,2.39677
chr19:12979724-12979925,123.47,7.86567,7.45522,11.9005,15.7376,13.1368,7.844530000000001,6.37562,4.99627,2.68532
chr19:12983803-12984004,195.047,9.94154,55.5187,7.49627,22.4801,16.6965,8.14925,24.0871,10.2662,6.00746
